Solute InChIKey,Solute SMILES,Solvent InChIKey,Solvent SMILES,LogS,Concentration,MW,Volume,MP,Source
XZMCDFZZKTWFGF-UHFFFAOYSA-N,NC#N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,1.124514989,13.32033015,42.04,42.448,213.5,AqSolDB
KFSLWBXXFJQRDL-UHFFFAOYSA-N,CC(=O)OO,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,1.1189,13.14922025,76.05,66.832,37.5,AqSolDB
XSCHRSMBECNVNS-UHFFFAOYSA-N,c1ccc2nccnc2c1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,0.7051,5.071074606,130.15,118.464,180,AqSolDB
UKFXDFUAPNAMPJ-UHFFFAOYSA-N,CCC(C(O)=O)C(O)=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,0.7315,5.388898454,132.11,118.416,-94.6,AqSolDB
COBPKKZHLDDMTB-UHFFFAOYSA-N,CCCCOCCOCCOCCO,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,0.6855,4.847301126,206.28,213.368,225,AqSolDB
LOTYADDQWWVBDJ-UHFFFAOYSA-N,CC(CO)(CO)[N+]([O-])=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,0.7724,5.921067336,135.12,120.752,96,AqSolDB
DKIDEFUBRARXTE-UHFFFAOYSA-N,OC(=O)CCS,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,0.754917543,5.687449363,106.15,92.248,108,AqSolDB
OPUAWDUYWRUIIL-UHFFFAOYSA-N,O[S](=O)(=O)C[S](O)(=O)=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,0.754,5.675446054,176.17,116.648,53,AqSolDB
FPZWZCWUIYYYBU-UHFFFAOYSA-N,CCOCCOCCOC(C)=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,0.75396452,5.674982408,176.21,174.824,163,AqSolDB
NCYVXEGFNDZQCU-UHFFFAOYSA-N,CCN(CC)C(=O)c1cccnc1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,0.749,5.61047976,178.23,177.728,289,AqSolDB
HOVAGTYPODGVJG-UHFFFAOYSA-N,COC1OC(CO)C(O)C(O)C1O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,0.745212549,5.561763903,194.18,168.272,158,AqSolDB
WQZGKKKJIJFFOK-UHFFFAOYSA-N,OCC1OC(O)C(O)C(O)C1O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,0.74,5.495408739,180.16,151.296,198.5,AqSolDB
RFSUNEUAIZKAJO-UHFFFAOYSA-N,OCC1OC(O)(CO)C(O)C1O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,0.64,4.365158322,180.16,152.136,160.5,AqSolDB
WRQNANDWMGAFTP-UHFFFAOYSA-N,COC(=O)CC(C)=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,0.6341,4.306257543,116.11,110.648,-20,AqSolDB
WXUAQHNMJWJLTG-GSVOUGTGSA-N,C[C@H](CC(O)=O)C(O)=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,0.6311,4.276613475,132.11,119,56.5,AqSolDB
OVOUKWFJRHALDD-UHFFFAOYSA-N,CC(=O)OCCOCCOCCOC(C)=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,0.630324108,4.268979884,234.25,220.896,27,AqSolDB
KYHQZNGJUGFTGR-UHFFFAOYSA-N,CC(O)Cn1cnc2N(C)C(=O)N(C)C(=O)c12,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,0.623,4.19758984,238.24,207.704,135,AqSolDB
FPYJFEHAWHCUMM-UHFFFAOYSA-N,O=C1OC(=O)C=C1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,0.618115807,4.150647072,98.06,78.312,79,AqSolDB
YCPXWRQRBFJBPZ-UHFFFAOYSA-N,OC(=O)c1cc(ccc1O)[S](O)(=O)=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,0.655490272,4.523663296,218.19,163.832,86,AqSolDB
CVLHGLWXLDOELD-UHFFFAOYSA-N,CC(C)c1ccc(cc1)[S](O)(=O)=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,0.612751114,4.0996909,200.26,176.608,290,AqSolDB
CIHOLLKRGTVIJN-UHFFFAOYSA-N,CC(C)(C)OO,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,0.884647226,7.667384213,90.12,95.872,193.5,AqSolDB
OAWAZQITIZDJRB-UHFFFAOYSA-N,OC(=O)C(F)(F)Cl,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,0.8845,7.664785402,130.48,83.888,158.5,AqSolDB
LCGLNKUTAGEVQW-UHFFFAOYSA-N,COC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,0.88436592,7.662419415,46.07,54.424,144,AqSolDB
KHPXUQMNIQBQEV-UHFFFAOYSA-N,OC(=O)CC(=O)C(O)=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,0.879192534,7.571684927,132.07,106.064,98,AqSolDB
DUFKCOQISQKSAV-UHFFFAOYSA-N,CC(O)COC(C)CO,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,0.8723,7.452465943,134.17,138.064,62,AqSolDB
ZJCCRDAZUWHFQH-UHFFFAOYSA-N,CCC(CO)(CO)CO,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,0.8723,7.452465943,134.17,135.488,108,AqSolDB
XXJWXESWEXIICW-UHFFFAOYSA-N,CCOCCOCCO,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,0.8723,7.452465943,134.17,138.096,44,AqSolDB
XTVVROIMIGLXTD-UHFFFAOYSA-N,[Cu++].[O-][N+]([O-])=O.[O-][N+]([O-])=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,0.866122887,7.347217335,187.56,50.024,50.5,AqSolDB
DYAHQFWOVKZOOW-UHFFFAOYSA-N,CC(C)O[P](C)(F)=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,0.8536,7.138385536,140.09,124.288,12,AqSolDB
GWZMWHWAWHPNHN-UHFFFAOYSA-N,CC(O)COC(=O)C=C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,0.8856,7.684223711,130.14,127.016,161,AqSolDB
XLLIQLLCWZCATF-UHFFFAOYSA-N,COCCOC(C)=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,0.9276,8.464474481,118.13,116.768,170,AqSolDB
SVTBMSDMJJWYQN-UHFFFAOYSA-N,CC(O)CC(C)(C)O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,0.9275,8.462525688,118.17,127.84,28,AqSolDB
RIWRFSMVIUAEBX-UHFFFAOYSA-N,CNCc1ccccc1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,0.9166,8.252774908,121.18,128.168,-65,AqSolDB
YODZTKMDCQEPHD-UHFFFAOYSA-N,OCCSCCO,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,0.91296789,8.184042754,122.19,115.592,190,AqSolDB
LDLCZOVUSADOIV-UHFFFAOYSA-N,OCCBr,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,0.9032,8.002026771,124.96,73.872,203,AqSolDB
IOAOAKDONABGPZ-UHFFFAOYSA-N,CCC(N)(CO)CO,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,0.901578533,7.972206372,119.16,123.744,125,AqSolDB
SUMDYPCJJOFFON-UHFFFAOYSA-N,OCC[S](O)(=O)=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,0.8992,7.928663749,126.13,98.352,11,AqSolDB
SIOXPEMLGUPBBT-UHFFFAOYSA-N,OC(=O)c1ccccn1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,0.892,7.798301105,123.11,107.84,223.5,AqSolDB
JXTHNDFMNIQAHM-UHFFFAOYSA-N,OC(=O)C(Cl)Cl,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,0.8896,7.755324958,128.94,88.352,76,AqSolDB
SOPPBXUYQGUQHE-JTQLQIEISA-N,C1N[C@@H](CC=C1)c2cccnc2,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,0.7953,6.241658451,160.22,157.336,190,AqSolDB
LENZDBCJOHFCAS-UHFFFAOYSA-N,NC(CO)(CO)CO,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,0.790628369,6.174877823,121.14,115.6,139,AqSolDB
RRQYJINTUHWNHW-UHFFFAOYSA-N,CCOCCOCCOCC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,0.7899,6.16453042,162.23,171.336,108,AqSolDB
JLGLQAWTXXGVEM-UHFFFAOYSA-N,COCCOCCOCCO,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,0.7846,6.089757515,164.2,163.224,63,AqSolDB
NDWUBGAGUCISDV-UHFFFAOYSA-N,OCCCCOC(=O)C=C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,0.841125102,6.936255808,144.17,143.56,90,AqSolDB
KMBPCQSCMCEPMU-UHFFFAOYSA-N,CN(CCCN)CCCN,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,0.837883859,6.884681583,145.25,165.04,-75,AqSolDB
AQYCMVICBNBXNA-UHFFFAOYSA-N,CC(CCC(O)=O)C(O)=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,0.835224953,6.842659879,146.14,135.4,251,AqSolDB
BGFBWRWYROQISE-UHFFFAOYSA-N,CCC1(CO)COCOC1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,0.835094217,6.840600331,146.18,142.224,215,AqSolDB
CNJRPYFBORAQAU-UHFFFAOYSA-N,CCOCCOCCOC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,0.829145935,6.747547267,148.2,154.616,61,AqSolDB
SURZCVYFPAXNGN-UHFFFAOYSA-N,CCOC(=O)NC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,0.8255,6.6911382,103.12,103.808,-50,AqSolDB
ZIBGPFATKBEMQZ-UHFFFAOYSA-N,OCCOCCOCCO,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,0.823405251,6.658942293,150.17,145.976,10,AqSolDB
FVMDYYGIDFPZAX-UHFFFAOYSA-N,OC(=O)Cc1cccc(O)c1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,0.8177,6.572037003,152.15,136.952,69,AqSolDB
LVTYICIALWPMFW-UHFFFAOYSA-N,CC(O)CNCC(C)O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,0.815044373,6.531972881,133.19,141.456,33.5,AqSolDB
JCTXKRPTIMZBJT-UHFFFAOYSA-N,CC(C)C(O)C(C)(C)CO,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.666725926,0.215414074,146.23,160.008,200,AqSolDB
OKJIRPAQVSHGFK-UHFFFAOYSA-N,CC(=O)NCC(O)=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.649,0.224388192,117.1,106.824,156.5,AqSolDB
KQVLODRFGIKJHZ-UHFFFAOYSA-N,NC(=O)NCNC(N)=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.6525,0.222587104,132.12,118.76,157,AqSolDB
ZIUHHBKFKCYYJD-UHFFFAOYSA-N,C=CC(=O)NCNC(=O)C=C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.655242676,0.221185842,154.17,147.976,-45,AqSolDB
ZUAURMBNZUCEAF-UHFFFAOYSA-N,OCCOCCOc1ccccc1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.716525615,0.192076567,182.22,176.016,-59,AqSolDB
WPFVBOQKRVRMJB-UHFFFAOYSA-N,CC(CCCC(C)(C)O)CC=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.692136567,0.203171802,172.26,188.704,27.5,AqSolDB
BCYNJKQQXIODNZ-UHFFFAOYSA-N,CCN(CC)c1ccc(cc1)C(c2ccc(cc2)N(CC)CC)c3c4cc(ccc4ccc3[S](O)(=O)=O)[S](O)(=O)=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.698476149,0.200227558,596.8,525.528,179.5,AqSolDB
DFDWGIZZMBNYBV-UHFFFAOYSA-N,CC(C)CC1(C)OCC(CO)O1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.705980377,0.196797521,174.24,176.896,176,AqSolDB
BQCIDUSAKPWEOX-UHFFFAOYSA-N,FC(F)=C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.7061,0.196743322,64.03,50.456,92,AqSolDB
IRTZMJWVZQYURE-UHFFFAOYSA-N,CN(C)C(=O)C(=O)N(N(C)C(C)=O)c1ccccc1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.5345,0.292078776,263.29,246.168,300,AqSolDB
BWZVCCNYKMEVEX-UHFFFAOYSA-N,Cc1cc(C)nc(C)c1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.5394,0.288801869,121.18,129.024,176.5,AqSolDB
CAUBWLYZCDDYEF-UHFFFAOYSA-N,CCOC(=O)N(C)N=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.5528,0.28002706,132.12,120.576,46,AqSolDB
SZXCCXFNQHQRGF-UHFFFAOYSA-N,CC(C)O[P](S)(=S)OC(C)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.552854708,0.279991787,214.3,185.464,-20,AqSolDB
FWZUNOYOVVKUNF-UHFFFAOYSA-N,CC(=O)OCC=C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.5534,0.279640455,100.12,102.192,79,AqSolDB
FYOWZTWVYZOZSI-UHFFFAOYSA-N,NC(=N)[S](O)=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.556792816,0.277464346,108.12,82.432,-21,AqSolDB
KFDVPJUYSDEJTH-UHFFFAOYSA-N,C=Cc1ccncc1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.5579,0.276757883,105.14,106.08,-15.7,AqSolDB
BYPFEZZEUUWMEJ-UHFFFAOYSA-N,Cn1cnc2N(C)C(=O)N(CCCCC(C)=O)C(=O)c12,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.558,0.276694165,278.31,252.248,281,AqSolDB
IUGYQRQAERSCNH-UHFFFAOYSA-N,CC(C)(C)C(O)=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.563561886,0.273173215,102.13,106.872,135.5,AqSolDB
VOZKAJLKRJDJLL-UHFFFAOYSA-N,Cc1ccc(N)cc1N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.507184532,0.311039445,122.17,123.736,114,AqSolDB
OBCSAIDCZQSFQH-UHFFFAOYSA-N,Cc1cc(N)ccc1N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.507184532,0.311039445,122.17,123.984,169.5,AqSolDB
SDXAWLJRERMRKF-UHFFFAOYSA-N,Cc1[nH]nc(C)c1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.520474498,0.301665401,96.13,98.112,74,AqSolDB
BFIAIMMAHAIVFT-UHFFFAOYSA-N,CCC(O)CN(CC(O)CC)CC(O)CC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.5229,0.299985318,233.35,248.296,224,AqSolDB
HETCEOQFVDFGSY-UHFFFAOYSA-N,CC(=C)OC(C)=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.527751378,0.296652916,100.12,102.12,5,AqSolDB
UMNKXPULIDJLSU-UHFFFAOYSA-N,FC(Cl)Cl,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.7383,0.182683785,102.92,65.32,131,AqSolDB
WYACBZDAHNBPPB-UHFFFAOYSA-N,CCOC(=O)C(=O)OCC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.6085,0.246320184,146.14,137.376,207,AqSolDB
PXPMCAKTYKAROX-UHFFFAOYSA-N,OC(=O)CC1(CC(O)=O)OCOC1=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.611,0.244906324,204.13,162.064,244,AqSolDB
KZVRXPPUJQRGFN-UHFFFAOYSA-N,NC(=O)NCC(O)=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.5809,0.262482286,118.09,102.4,111,AqSolDB
VEKIYFGCEAJDDT-UHFFFAOYSA-N,c1ccc(nc1)c2cccnc2,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.5916,0.256094352,156.18,145.824,170,AqSolDB
MNZAKDODWSQONA-UHFFFAOYSA-N,CCCC[P](=O)(CCCC)CCCC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.5932,0.255152601,218.32,243.256,113,AqSolDB
QZMQDHNCNUGQSO-UHFFFAOYSA-N,CCN(CC)C(=O)CC(C)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.5946,0.254331411,157.25,177.104,51.5,AqSolDB
OJUGVDODNPJEEC-UHFFFAOYSA-N,O=CC(=O)C1=CC=CC=C1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.74,0.181970086,134.13,121.84,450,AqSolDB
WNZQDUSMALZDQF-UHFFFAOYSA-N,O=C1OCc2ccccc12,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.862721053,0.137176257,134.13,117.736,177,AqSolDB
MNOJRWOWILAHAV-UHFFFAOYSA-N,Oc1cccc(Br)c1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.8764,0.132922959,173.01,111.816,187,AqSolDB
NTIZESTWPVYFNL-UHFFFAOYSA-N,CC(C)CC(C)=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.851479539,0.140773355,100.16,114.608,40,AqSolDB
IMRWILPUOVGIMU-UHFFFAOYSA-N,Brc1ccccn1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.8806,0.131643676,158,99.088,270,AqSolDB
PXBFMLJZNCDSMP-UHFFFAOYSA-N,NC(=O)c1ccccc1N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.913922317,0.121920766,136.15,125.768,-2.6,AqSolDB
FMTLDVACNZDTQL-UHFFFAOYSA-N,CCC1C(=O)NC(=O)NC1=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.92,0.120226443,156.14,135.568,-65.7,AqSolDB
WAFIYOULDIWAKR-UHFFFAOYSA-N,CCC(O)(COC(N)=O)c1ccccc1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.9227,0.119481317,209.24,197.32,198,AqSolDB
AXMKZEOEXSKFJI-UHFFFAOYSA-N,CC1(C)C2CCC1(C)C(=O)C2O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.9249,0.118877592,168.23,165.72,286,AqSolDB
OVBFMEVBMNZIBR-UHFFFAOYSA-N,CCCC(C)C(O)=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.889,0.129121927,116.16,123.528,-80,AqSolDB
ZYVYEJXMYBUCMN-UHFFFAOYSA-N,COCC(C)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.9007,0.12568979,88.15,104.016,51.6,AqSolDB
XHQBGKPHDZWOHT-UHFFFAOYSA-N,CCOC(=O)NCC(C)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.768,0.170608239,145.2,152.96,195,AqSolDB
FFLFWNRFMZRFKU-UHFFFAOYSA-N,CN(N=O)C(C)=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.7684,0.170451175,102.09,94.248,194.5,AqSolDB
YPNZJHFXFVLXSE-UHFFFAOYSA-N,Cc1cccc(Cl)c1O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.7739,0.168306156,142.58,123.344,57,AqSolDB
CHZCERSEMVWNHL-UHFFFAOYSA-N,Oc1ccccc1C#N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.774965627,0.16789369,119.12,109.528,74,AqSolDB
MSHFRERJPWKJFX-UHFFFAOYSA-N,COc1ccc(CO)cc1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.744727146,0.180000145,138.16,134.008,-86,AqSolDB
BHAAPTBBJKJZER-UHFFFAOYSA-N,COc1ccc(N)cc1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.748029368,0.178636677,123.15,120.688,-115,AqSolDB
RGUQWGXAYZNLMI-UHFFFAOYSA-N,N[S](=O)(=O)c1cc2c(NC=N[S]2(=O)=O)cc1C(F)(F)F,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.8186,0.151844827,329.3,221.352,630,AqSolDB
BYGQBDHUGHBGMD-UHFFFAOYSA-N,CCC(C)C=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.821231264,0.150927624,86.13,97.536,17.5,AqSolDB
ZDGHHRPKFCVOJL-UHFFFAOYSA-N,NNc1cccc(c1)[S](O)(=O)=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.8275,0.148764737,188.21,151.76,92,AqSolDB
OIFBSDVPJOWBCH-UHFFFAOYSA-N,CCOC(=O)OCC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.798209708,0.159144008,118.13,117.008,-95,AqSolDB
VEUUMBGHMNQHGO-UHFFFAOYSA-N,CCOC(=O)CCl,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.8005,0.158306957,122.55,105.888,3,AqSolDB
XJENLUNLXRJLEZ-UHFFFAOYSA-M,[Na+].CCN(CC)c1cc2[o+]c3cc(N(CC)CC)c(C)cc3c(c2cc1C)c4ccc(cc4[S]([O-])(=O)=O)[S]([O-])(=O)=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.80532039,0.156559567,608.7,515.176,43.5,AqSolDB
HYTRYEXINDDXJK-UHFFFAOYSA-N,CCC(=O)C(C)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.8106,0.154667833,100.16,114.624,48,AqSolDB
YSUQLAYJZDEMOT-UHFFFAOYSA-N,CCCCOCC1CO1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.8135,0.153638479,130.18,139.048,88,AqSolDB
QIONYIKHPASLHO-UHFFFAOYSA-M,[O-]C(=O)C(Br)(Br)Br,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.1713,0.674062241,295.73,114.448,242,AqSolDB
KLKFAASOGCDTDT-UHFFFAOYSA-N,CCOCOCC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.1726,0.672047547,104.15,112.912,156,AqSolDB
NBVXSUQYWXRMNV-UHFFFAOYSA-N,CF,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.175874376,0.666999677,34.033,33.896,87,AqSolDB
PFEAZKFNWPIFCV-UHFFFAOYSA-N,C[Si](C)(O)O[Si](C)(C)O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.1796,0.661302249,166.32,163.032,96,AqSolDB
YSAANLSYLSUVHB-UHFFFAOYSA-N,CN(C)CCOCCO,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.12447488,0.750801481,133.19,141.856,230,AqSolDB
ASUAYTHWZCLXAN-UHFFFAOYSA-N,CC(C)=CCO,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.128994642,0.743028305,86.13,97.888,10.5,AqSolDB
VDVUCLWJZJHFAV-UHFFFAOYSA-N,CC1(C)CC(O)CC(C)(C)N1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.196609986,0.63590174,157.25,169.432,105.5,AqSolDB
DCUFMVPCXCSVNP-UHFFFAOYSA-N,CC(=C)C(=O)OC(=O)C(C)=C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.196759712,0.635682548,154.16,148.488,-60,AqSolDB
GIIGHSIIKVOWKZ-UHFFFAOYSA-N,[nH]1nc2cncnc2n1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.2319,0.586273143,121.1,96.128,88.5,AqSolDB
DSVGICPKBRQDDX-UHFFFAOYSA-N,CC(=O)OCCCOC(C)=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.2046,0.624309581,160.17,153.68,163,AqSolDB
KNKRHSVKIORZQB-UHFFFAOYSA-N,OCc1cc(Br)ccc1O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.2072,0.620583179,203.03,137.784,516,AqSolDB
CNHDIAIOKMXOLK-UHFFFAOYSA-N,Cc1cc(O)ccc1O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.207417517,0.620272437,124.14,117.464,113,AqSolDB
YLXIPWWIOISBDD-NDAAPVSOSA-N,CNC[C@H](O)c1ccc(O)c(O)c1.O[C@H]([C@@H](O)C(O)=O)C(O)=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,0,1,333.29,211.912,250,AqSolDB
VONWDASPFIQPDY-UHFFFAOYSA-N,CO[P](C)(=O)OC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.093687784,0.805957639,124.08,110.896,-41,AqSolDB
KGBXLFKZBHKPEV-UHFFFAOYSA-N,OB(O)O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.099255215,0.795691621,61.84,55.688,-93,AqSolDB
WOBHKFSMXKNTIM-UHFFFAOYSA-N,CC(=C)C(=O)OCCO,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.114420814,0.768385545,130.14,127.304,175,AqSolDB
STNJBCKSHOAVAJ-UHFFFAOYSA-N,CC(=C)C=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.067511006,0.856030018,70.09,75.68,150,AqSolDB
SQYNKIJPMDEDEG-UHFFFAOYSA-N,CC1OC(C)OC(C)O1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.0719,0.847422518,132.16,127.288,69.5,AqSolDB
XOBKSJJDNFUZPF-UHFFFAOYSA-N,CCOC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.0799,0.831955314,60.1,70.584,78,AqSolDB
VHNQIURBCCNWDN-UHFFFAOYSA-N,NC1=NC(=CC=C1)N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.08,0.831763771,109.13,103.488,120,AqSolDB
DHKAICYEDDOCRO-UHFFFAOYSA-N,C[Hg]C#N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.0821,0.827751545,241.64,77.44,225.5,AqSolDB
BHXIWUJLHYHGSJ-UHFFFAOYSA-N,CCOCCC(=O)OCC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.431708518,0.370076478,146.18,149.96,-11,AqSolDB
TZWGXFOSKIHUPW-UHFFFAOYSA-L,[Co++].CCC([O-])=O.CCC([O-])=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.437662317,0.365037669,205.07,93.232,239,AqSolDB
LTFTWJYRQNTCHI-UHFFFAOYSA-N,CCCC(O)C#C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.4121,0.387168486,98.14,109.664,-55,AqSolDB
VOZRXNHHFUQHIL-UHFFFAOYSA-N,CC(=C)C(=O)OCC1CO1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.45378908,0.351731221,142.15,136.688,-34,AqSolDB
XOBMCBQSUCOAOC-UHFFFAOYSA-L,[Zn++].[O-]C=O.[O-]C=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.4755,0.334580018,155.4,48.16,192,AqSolDB
