Solute InChIKey,Solute SMILES,Solvent InChIKey,Solvent SMILES,LogS,Concentration,MW,Volume,MP,Source
BMLIZLVNXIYGCK-UHFFFAOYSA-N,Clc1ccc(NC(=O)N(C)C)cc1,NHTMVDHEPJAVLT-UHFFFAOYSA-N,CC(C)CC(C)(C)C,-3.55,0.000281838,198.65,176.192,110,ONSC
YXVFYQXJAXKLAK-UHFFFAOYSA-N,Oc1ccc(cc1)-c2ccccc2,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.480000001,0.000331131,170.21,162.12,58,ONSC
RJKGJBPXVHTNJL-UHFFFAOYSA-N,[O-][N+](=O)c2cccc1ccccc12,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.54,0.000288403,173.17,150.28,55,ONSC
BMLIZLVNXIYGCK-UHFFFAOYSA-N,Clc1ccc(NC(=O)N(C)C)cc1,DCAYPVUWAIABOU-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC,-3.53,0.000295121,198.65,176.344,110,ONSC
OSOUNOBYRMOXQQ-UHFFFAOYSA-N,c1(cc(ccc1)Cl)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.52,0.000301995,126.58,114.904,300,ONSC
DMEGYFMYUHOHGS-UHFFFAOYSA-N,C1CCCCCC1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.52,0.000301995,98.19,116.328,309,ONSC
IBSQPLPBRSHTTG-UHFFFAOYSA-N,Cc1ccccc1Cl,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.52,0.000301995,126.58,114.568,-37,ONSC
RZRPTBIGEANTGU-UHFFFAOYSA-N,O=C4C3(C(C2C(C1(CCC(=O)C=C1CC2)C)C(=O)C3)CC4)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.480000001,0.000331131,300.4,282.336,147.5,ONSC
BMLIZLVNXIYGCK-UHFFFAOYSA-N,Clc1ccc(NC(=O)N(C)C)cc1,TVMXDCGIABBOFY-UHFFFAOYSA-N,CCCCCCCC,-3.4,0.000398107,198.65,175.6,110,ONSC
BMLIZLVNXIYGCK-UHFFFAOYSA-N,Clc1ccc(NC(=O)N(C)C)cc1,DIOQZVSQGTUSAI-UHFFFAOYSA-N,CCCCCCCCCC,-3.39,0.00040738,198.65,176.344,110,ONSC
YYZUSRORWSJGET-UHFFFAOYSA-N,C(=O)(CCCCCCC)OCC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.39,0.00040738,172.26,189.992,16.9,ONSC
NXFQHRVNIOXGAQ-UHFFFAOYSA-N,[N+](=O)([O-])c1oc(cc1)C=NN2CC(=O)NC2=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.38,0.000416869,238.16,186.144,98.5,ONSC
JLRGJRBPOGGCBT-UHFFFAOYSA-N,S(=O)(=O)(NC(=O)NCCCC)c1ccc(cc1)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.39,0.00040738,270.35,246.208,140,ONSC
RZVHIXYEVGDQDX-UHFFFAOYSA-N,c1ccc2c(c1)C(=O)c3ccccc3C2=O,DURPTKYDGMDSBL-UHFFFAOYSA-N,O(CCCC)CCCC,-3.552841969,0.00028,208.21,181.968,-15,ONSC
VJOVAKSZILJDBB-UHFFFAOYSA-N,Ic1[nH]c(c(c1I)I)I,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.460000001,0.000346737,570.68,186.824,870,ONSC
BYBLEWFAAKGYCD-UHFFFAOYSA-N,c1cc(c(cc1Cl)Cl)COC(Cn2ccnc2)c3ccc(cc3Cl)Cl,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.448999999,0.000355631,416.1,325.656,139,ONSC
BMLIZLVNXIYGCK-UHFFFAOYSA-N,Clc1ccc(NC(=O)N(C)C)cc1,IMNFDUFMRHMDMM-UHFFFAOYSA-N,CCCCCCC,-3.42,0.000380189,198.65,176.264,110,ONSC
VHHHONWQHHHLTI-UHFFFAOYSA-N,ClC(Cl)(Cl)C(Cl)(Cl)Cl,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.67,0.000213796,236.7,135.472,112,ONSC
DZBUGLKDJFMEHC-UHFFFAOYSA-N,n1c3c(cc2c1cccc2)cccc3,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.67,0.000213796,179.22,164.96,-35,ONSC
YTZKOQUCBOVLHL-UHFFFAOYSA-N,c1ccccc1C(C)(C)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.660000001,0.000218776,134.22,147.544,7,ONSC
XRTJYEIMLZALBD-UHFFFAOYSA-N,s1c(nc2c1cc(cc2)C)-c3ccc(cc3)N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.68,0.00020893,240.33,212.976,160,ONSC
AUNGANRZJHBGPY-UHFFFAOYSA-N,N2(C1=NC(=O)NC(=O)C1=Nc3c2cc(c(c3)C)C)CC(O)C(O)C(O)CO,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.68,0.00020893,376.4,320.704,28,ONSC
ZGEGCLOFRBLKSE-UHFFFAOYSA-N,C(CCC=C)CC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.729999999,0.000186209,98.19,122.712,105.5,ONSC
HFHZKZSRXITVMK-UHFFFAOYSA-N,N1(N(C(=O)C(C1=O)CCCC)c2ccccc2)c3ccc(cc3)O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.729999999,0.000186209,324.4,301.056,273,ONSC
SEEPANYCNGTZFQ-UHFFFAOYSA-N,O=S(=O)(Nc1ncccn1)c2ccc(N)cc2,HEDRZPFGACZZDS-UHFFFAOYSA-N,C(Cl)(Cl)Cl,-3.707962336,0.000195901,250.28,206.04,155,ONSC
YEAICDDXRUOCKJ-UHFFFAOYSA-N,S(=O)(=O)(Nc1nccnc1)c2ccc(cc2)N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.700000001,0.000199526,250.28,205.912,200,ONSC
QPUYECUOLPXSFR-UHFFFAOYSA-N,c1cccc2cccc(c12)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.700000001,0.000199526,142.2,141.352,124,ONSC
AEMFNILZOJDQLW-QAGGRKNESA-N,O=C4/C=C3/CC[C@@H]2[C@H](CC[C@@]1(C(=O)CC[C@H]12)C)[C@@]3(C)CC4,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.690000001,0.000204174,286.4,279.248,-117,ONSC
GFNANZIMVAIWHM-UHFFFAOYSA-N,FC32C(C1C(C(C(C1)O)(O)C(=O)CO)(CC2O)C)CCC4=CC(=O)C=CC43C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.690000001,0.000204174,394.4,343.616,360,ONSC
JFNWFXVFBDDWCX-UHFFFAOYSA-N,S(=O)(=O)(N(c1onc(c1C)C)C(=O)C)c2ccc(cc2)N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.59,0.00025704,309.34,261.4,125,ONSC
WKEDVNSFRWHDNR-UHFFFAOYSA-N,N(c1ccccc1)C(=O)c2c(cccc2)O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.59,0.00025704,213.23,193.112,99,ONSC
NWBJYWHLCVSVIJ-UHFFFAOYSA-N,c21c(ncnc1[nH]cn2)NCc3ccccc3,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.596,0.000253513,225.25,199.928,86,ONSC
HYYBABOKPJLUIN-UHFFFAOYSA-N,O=C(O)c2c(Nc1cccc(c1C)C)cccc2,XDTMQSROBMDMFD-UHFFFAOYSA-N,C1CCCCC1,-3.564201164,0.000272771,241.28,225.512,84.3,ONSC
MWKFXSUHUHTGQN-UHFFFAOYSA-N,OCCCCCCCCCC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.629999999,0.000234423,158.28,185.92,94,ONSC
SBHXYTNGIZCORC-UHFFFAOYSA-N,O1C(CC(=O)c2c1cc(cc2O)O)c3cc(c(cc3)O)O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.62,0.000239883,288.25,238.416,-56,ONSC
NRXQIUSYPAHGNM-UHFFFAOYSA-N,Ic1c(c(cc(c1)C#N)I)O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.609999999,0.000245471,370.91,168.68,94.5,ONSC
DIWRORZWFLOCLC-UHFFFAOYSA-N,Clc3ccccc3C/2=N/C(O)C(=O)Nc1c\2cc(Cl)cc1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.6,0.000251189,321.2,250.064,213.5,ONSC
BGEBZHIAGXMEMV-UHFFFAOYSA-N,c21c(c3c(cc1OC(=O)C=C2)occ3)OC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.6,0.000251189,216.19,177.72,128.5,ONSC
CWJSHJJYOPWUGX-UHFFFAOYSA-N,Clc1cc(ccc1)NC(=O)OC(C)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.38,0.000416869,213.66,189.696,177,ONSC
OWZPCEFYPSAJFR-UHFFFAOYSA-N,[N+](=O)([O-])c1c(c(cc(c1)[N+](=O)[O-])C(CC)C)O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.38,0.000416869,240.21,207.408,98.5,ONSC
BMLIZLVNXIYGCK-UHFFFAOYSA-N,Clc1ccc(NC(=O)N(C)C)cc1,VLKZOEOYAKHREP-UHFFFAOYSA-N,CCCCCC,-3.38,0.000416869,198.65,175.736,110,ONSC
PMGCQNGBLMMXEW-UHFFFAOYSA-N,O(CCC(C)C)C(=O)c1c(cccc1)O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.16,0.000691831,208.25,202.28,140,ONSC
QWTDNUCVQCZILF-UHFFFAOYSA-N,C(CC)(C)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.18,0.000660693,72.15,94.968,211,ONSC
CVOGMKGEVNGRSK-UHFFFAOYSA-N,IC=CI,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.22,0.00060256,279.85,97.232,270,ONSC
JRGGUPZKKTVKOV-UHFFFAOYSA-N,Clc1cc(Br)ccc1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.21,0.000616595,191.45,118.264,59,ONSC
HYFLWBNQFMXCPA-UHFFFAOYSA-N,c1(c(cccc1)C)CC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.21,0.000616595,120.19,132.944,64,ONSC
NTBYINQTYWZXLH-UHFFFAOYSA-N,[N+](=O)([O-])c1cc(c(cc1)Cl)Cl,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.2,0.000630957,192,138.488,144,ONSC
ZBTMRBYMKUEVEU-UHFFFAOYSA-N,Brc1ccc(cc1)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.19,0.000645654,171.03,120.096,131,ONSC
GWEHVDNNLFDJLR-UHFFFAOYSA-N,N(c1ccccc1)C(=O)Nc2ccccc2,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.15,0.000707946,212.25,197.44,64,ONSC
JRLPEMVDPFPYPJ-UHFFFAOYSA-N,C(C)c1ccc(cc1)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.11,0.000776247,120.19,132.736,86,ONSC
MFYSYFVPBJMHGN-ZPOLXVRWSA-N,O=C(CO)[C@@]3(O)CC[C@H]2[C@@H]4CC\C1=C\C(=O)CC[C@]1(C)[C@H]4C(=O)C[C@@]23C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.11,0.000776247,360.4,332.352,52,ONSC
UJOBWOGCFQCDNV-UHFFFAOYSA-N,c1ccc2c(c1)c3ccccc3[nH]2,NHTMVDHEPJAVLT-UHFFFAOYSA-N,CC(C)CC(C)(C)C,-3.106415786,0.00078268,167.21,154.12,182,ONSC
IZUKQUVSCNEFMJ-UHFFFAOYSA-N,[N+](=O)([O-])c1c(cccc1)[N+](=O)[O-],XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.1,0.000794328,168.11,132.72,136,ONSC
KZLMCDNAVVJKPX-UHFFFAOYSA-N,COc1c(cccc1Cl)Cl,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.1,0.000794328,177.02,139.592,41,ONSC
XDTMQSROBMDMFD-UHFFFAOYSA-N,C1CCCCC1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.1,0.000794328,84.16,100.4,55,ONSC
SEEPANYCNGTZFQ-UHFFFAOYSA-N,O=S(=O)(Nc1ncccn1)c2ccc(N)cc2,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,CCO,-3.090218551,0.000812422,250.28,206.368,155,ONSC
PYHXGXCGESYPCW-UHFFFAOYSA-N,OC(=O)C(c1ccccc1)c2ccccc2,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.22,0.00060256,212.24,198.4,112,ONSC
RUVINXPYWBROJD-UHFFFAOYSA-N,O(C)c1ccc(cc1)C=CC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.13,0.00074131,148.2,152.24,-70,ONSC
DDMOUSALMHHKOS-UHFFFAOYSA-N,FC(F)(Cl)C(F)(F)Cl,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.12,0.000758578,170.92,97.632,227,ONSC
MLRVZFYXUZQSRU-UHFFFAOYSA-N,ClCCCCCC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.12,0.000758578,120.62,127.584,-20,ONSC
UPMXNNIRAGDFEH-UHFFFAOYSA-N,Brc1c(c(cc(c1)C#N)Br)O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.33,0.000467735,276.91,149.888,162,ONSC
BMLIZLVNXIYGCK-UHFFFAOYSA-N,Clc1ccc(NC(=O)N(C)C)cc1,XDTMQSROBMDMFD-UHFFFAOYSA-N,C1CCCCC1,-3.33,0.000467735,198.65,176.096,110,ONSC
DWQOTEPNRWVUDA-UHFFFAOYSA-N,c1(c(cccc1)C(=O)O)N=Nc2ccc(cc2)O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.329,0.000468813,242.23,209.952,1100,ONSC
BHQCQFFYRZLCQQ-UHFFFAOYSA-N,OC3C4(C(C1C(C2(C(CC1O)CC(CC2)O)C)C3)CCC4C(CCC(=O)O)C)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.37,0.00042658,408.6,397.032,198.5,ONSC
ODLMAHJVESYWTB-UHFFFAOYSA-N,c1ccccc1CCC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.37,0.00042658,120.19,132.208,360,ONSC
OPXLLQIJSORQAM-UHFFFAOYSA-N,[nH]1c(nc2c1ccc(c2)C(=O)c3ccccc3)NC(=O)OC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.36,0.000436516,295.29,255.632,50.5,ONSC
BMLIZLVNXIYGCK-UHFFFAOYSA-N,Clc1ccc(NC(=O)N(C)C)cc1,BKIMMITUMNQMOS-UHFFFAOYSA-N,CCCCCCCCC,-3.36,0.000436516,198.65,176.192,110,ONSC
QPPBRPIAZZHUNT-UHFFFAOYSA-N,CC1=NC(=NC=C1)NS(=O)(=O)C2=CC=C(C=C2)N,KBPLFHHGFOOTCA-UHFFFAOYSA-N,OCCCCCCCC,-3.356,0.000440555,264.31,223.208,300,ONSC
DPSPPJIUMHPXMA-UHFFFAOYSA-N,Fc2cc1C(=O)/C(C(=O)O)=C\N3c1c(c2)CCC3C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.732600001,0.000185097,261.25,217.952,192.5,ONSC
KVBWBCRPWVKFQT-UHFFFAOYSA-N,Ic1cc(ccc1)C(=O)O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.27,0.000537032,248.02,140.96,21,ONSC
RWGFKTVRMDUZSP-UHFFFAOYSA-N,C(C)(C)c1ccccc1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.27,0.000537032,120.19,132.392,86,ONSC
LIKMAJRDDDTEIG-UHFFFAOYSA-N,C=CCCCC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.23,0.000588844,84.16,106.264,78,ONSC
BCQMBFHBDZVHKU-UHFFFAOYSA-N,N(C(C)(C)C)c1nc(nc(n1)OC)NCC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.24,0.00057544,225.29,222.16,152,ONSC
LGYTZKPVOAIUKX-UHFFFAOYSA-N,N1(N(C(=O)C(C1=O)CCC(=O)C)c2ccccc2)c3ccccc3,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.27,0.000537032,322.4,295.176,184,ONSC
KVNYFPKFSJIPBJ-UHFFFAOYSA-N,C(C)c1c(cccc1)CC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.28,0.000524807,134.22,148.736,-18,ONSC
ZAJNGDIORYACQU-UHFFFAOYSA-N,O=C(CCCCCCCC)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.31,0.000489779,156.26,180.664,55,ONSC
GWHJZXXIDMPWGX-UHFFFAOYSA-N,c1c(ccc(c1C)C)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.31,0.000489779,120.19,132.8,-27,ONSC
AGMMTXLNIQSRCG-UHFFFAOYSA-N,Clc1c(cc2c(c1)NC(NC2=O)CC)S(=O)(=O)N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.29,0.000512861,289.74,228.912,-118,ONSC
LNEPOXFFQSENCJ-UHFFFAOYSA-N,c1cc(ccc1C(=O)CCCN2CCC(CC2)(c3ccc(cc3)Cl)O)F,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.284,0.000519996,375.9,335.688,164,ONSC
DKYWVDODHFEZIM-UHFFFAOYSA-N,CC(c1cccc(c1)C(=O)c2ccccc2)C(=O)O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.282,0.000522396,254.28,234.36,174.5,ONSC
AFABGHUZZDYHJO-UHFFFAOYSA-N,CC(CCC)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.74,0.00018197,86.18,111.552,14,ONSC
ZCCUUQDIBDJBTK-UHFFFAOYSA-N,c31c(cc2c(c1)cco2)OC(=O)C=C3,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.74,0.00018197,186.16,152.304,114.5,ONSC
APSMUYYLXZULMS-UHFFFAOYSA-N,Brc1cc2c(cc1)cccc2,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-4.400000001,0.0000398,207.07,145.96,31,ONSC
HUTQNWSTEVZUML-UHFFFAOYSA-N,P(=S)(SSP(=S)(OC)OC)(OC)OC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-4.396999997,0.0000401,314.4,228.68,-43,ONSC
CXWXQJXEFPUFDZ-UHFFFAOYSA-N,C2CCc1c(cccc1)C2,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-4.369999999,0.0000427,132.2,137.912,248,ONSC
LRJOMUJRLNCICJ-UHFFFAOYSA-N,OC4(C1(C(C3C(C(C1)O)C2(C(=CC(=O)C=C2)CC3)C)CC4)C)C(=O)COC(=O)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-4.369999999,0.0000427,402.5,366.688,172,ONSC
ZISSAWUMDACLOM-UHFFFAOYSA-N,C(C(C)C)(C)(C)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-4.360000002,0.0000437,100.2,127.592,51,ONSC
PFIADAMVCJPXSF-UHFFFAOYSA-N,Clc1c(cc(c(c1)OC)Cl)OC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-4.410000006,0.0000389,207.05,164.944,138,ONSC
QHXDTLYEHWXDSO-UHFFFAOYSA-N,Clc1nc(nc(n1)N(CC)CC)N(CC)CC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-4.410000006,0.0000389,257.76,245.784,171,ONSC
HSMVPDGQOIQYSR-UHFFFAOYSA-N,c1(c(ccc(c1)Cl)N=C(n2cncc2)COCCC)C(F)(F)F,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-4.442000003,0.0000361,345.75,281.448,138.5,ONSC
TXCDCPKCNAJMEE-UHFFFAOYSA-N,o1c3c(c2c1cccc2)cccc3,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-4.440000006,0.0000363,168.19,151.048,255,ONSC
PBBGSZCBWVPOOL-UHFFFAOYSA-N,Oc1ccc(cc1)C(C(CC)c2ccc(cc2)O)CC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-4.429999999,0.0000372,270.4,271.32,230,ONSC
XJGVXQDUIWGIRW-UHFFFAOYSA-N,C2(=Nc1c(cccc1)Oc3c2cc(cc3)Cl)N4CCN(CC4)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-4.419000004,0.0000381,327.8,286.272,93,ONSC
KWKAKUADMBZCLK-UHFFFAOYSA-N,C=CCCCCCC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-4.440000006,0.0000363,112.21,139.32,-60,ONSC
DLKQHBOKULLWDQ-UHFFFAOYSA-N,Brc1c2c(ccc1)cccc2,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-4.350000002,0.0000447,207.07,145.152,67,ONSC
SLZWBCGZQRRUNG-UHFFFAOYSA-N,N(C)C(=O)Oc1cc(cc(c1)C(C)(C)C)C(C)(C)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-4.239999998,0.0000575,263.37,270.824,112,ONSC
YOYAIZYFCNQIRF-UHFFFAOYSA-N,Clc1c(c(ccc1)Cl)C#N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-4.239999998,0.0000575,172.01,131.736,186,ONSC
BZHMBWZPUJHVEE-UHFFFAOYSA-N,CC(CC(C)C)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-4.260000003,0.000055,100.2,128.008,-40,ONSC
AEXMKKGTQYQZCS-UHFFFAOYSA-N,C(CC)(CC)(C)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-4.229999997,0.0000589,100.2,127.32,56,ONSC
OLOOJGVNMBJLLR-UHFFFAOYSA-N,O=C/3Oc2c(OC\C=C(/C)C)c1occc1cc2\C=C\3,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-4.229035809,0.000059,270.28,237.816,212.5,ONSC
LOMMDWBTANPFEJ-UHFFFAOYSA-N,Nc3c1c(nc2c(c1)cccc2)ccc3,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-4.219999997,0.0000603,194.23,176.488,116,ONSC
QLNJFJADRCOGBJ-UHFFFAOYSA-N,C(=O)(CC)N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-4.229999997,0.0000589,73.09,77.344,72,ONSC
KVZJLSYJROEPSQ-UHFFFAOYSA-N,C1(C(CCCC1)C)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-4.269999997,0.0000537,112.21,133.112,-80,ONSC
YNDXUCZADRHECN-JNQJZLCISA-N,O=C\1\C=C5/[C@@](/C=C/1)(C)[C@]2(F)[C@H]([C@H]3[C@](C[C@@H]2O)([C@@]4(OC(O[C@@H]4C3)(C)C)C(=O)CO)C)CC5,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-4.320000002,0.0000479,434.5,383.552,161,ONSC
WQEPLUUGTLDZJY-UHFFFAOYSA-N,OC(=O)CCCCCCCCCCCCCC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-4.309999999,0.000049,242.4,272.512,28,ONSC
MBRLOUHOWLUMFF-UHFFFAOYSA-N,O2c1c(ccc(c1CC=C(C)C)OC)C=CC2=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-4.309999999,0.000049,244.28,227.624,166,ONSC
ALEXXDVDDISNDU-UHFFFAOYSA-N,OC4(C3(C(C2C(C1(CCC(=O)C=C1CC2)C)C(C3)O)CC4)C)C(=O)COC(=O)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-4.300000003,0.0000501,404.5,373.128,350,ONSC
QHJMFSMPSZREIF-UHFFFAOYSA-N,Cc1c2c(cc(c1)C)cccc2,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-4.290000003,0.0000513,156.22,159.136,75,ONSC
RJTJVVYSTUQWNI-UHFFFAOYSA-N,C(C)c1cc2c(cc1)cccc2,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-4.290000003,0.0000513,156.22,159.048,103,ONSC
IZUPBVBPLAPZRR-UHFFFAOYSA-N,Clc1c(c(c(c(c1Cl)Cl)O)Cl)Cl,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-4.28,0.0000525,266.3,167.816,210.5,ONSC
UQDUPQYQJKYHQI-UHFFFAOYSA-N,O(C)C(=O)CCCCCCCCCCC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-4.69000001,0.0000204,214.34,240.024,178,ONSC
PWATWSYOIIXYMA-UHFFFAOYSA-N,c1(ccccc1)CCCCC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-4.639999991,0.0000229,148.24,166.288,41,ONSC
OCJYIGYOJCODJL-UHFFFAOYSA-N,C(N1CCN(CC1)Cc2cc(ccc2)C)(c3ccc(cc3)Cl)c4ccccc4,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-4.631000007,0.0000234,390.9,368.312,204,ONSC
RLPGDEORIPLBNF-UHFFFAOYSA-N,C(C(C)C)(C(C)C)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-4.799999998,0.0000158,114.23,144.328,210,ONSC
ZSCDBOWYZJWBIY-UHFFFAOYSA-N,c1cc3c(cc1)CCc2c(cccc2)N3CC(C)CN(C)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-4.788899999,0.0000163,294.4,296.512,177,ONSC
CCGPUGMWYLICGL-UHFFFAOYSA-N,Clc1c(ccc(c1)NC(=O)N(CCCC)C)Cl,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-4.769999988,0.000017,275.17,240.976,28,ONSC
NPUKDXXFDDZOKR-UHFFFAOYSA-N,n1(cncc1C(=O)OCC)C(C)c2ccccc2,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-4.73999999,0.0000182,244.29,230.368,-38,ONSC
CBHCDHNUZWWAPP-UHFFFAOYSA-N,S2c1c(cccc1)N(c3c2cccc3)CC4CN(CCC4)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-4.73999999,0.0000182,310.5,288.592,81,ONSC
AUKRYONWZHRJRE-UHFFFAOYSA-N,Oc1c3c(cc2c1cccc2)cccc3,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-4.730000009,0.0000186,194.23,176.624,-84,ONSC
WWGUMAYGTYQSGA-UHFFFAOYSA-N,Cc1c(cc2c(c1)cccc2)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-4.720000004,0.0000191,156.22,158.816,180,ONSC
CGIGDMFJXJATDK-UHFFFAOYSA-N,Cc1c(c2cc(ccc2n1C(=O)c3ccc(cc3)Cl)OC)CC(=O)O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-4.620000003,0.000024,357.8,304.224,96.5,ONSC
IMNFDUFMRHMDMM-UHFFFAOYSA-N,CCCCCCC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-4.530000004,0.0000295,100.2,128.4,120,ONSC
