Solute InChIKey,Solute SMILES,Solvent InChIKey,Solvent SMILES,LogS,Concentration,MW,Volume,Source
MWPLVEDNUUSJAV-UHFFFAOYSA-N,c1ccc2cc3ccccc3cc2c1,GQCZPFJGIXHZMB-UHFFFAOYSA-N,OC(C)COC(C)(C)C,-1.727730805,0.01871842,178.23,168.232,ONSC
IRSNBSGPKPZUDV-UHFFFAOYSA-N,c21c(c3c(nc1cc(cc2)Cl)cccc3)N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.725,0.018836491,228.67,192.416,ONSC
RKUNBYITZUJHSG-LGGPCSOHSA-N,O=C(OC2CC1N(C)C(CC1)C2)[C@@H](c3ccccc3)CO,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.724,0.018879913,289.4,274.752,ONSC
DWMREKMVXIFPFM-QBFSEMIESA-N,O=C\2c1c(cccc1)S(=O)(=O)N(C/2=C(\O)Nc3ncc(s3)C)C,KWOLFJPFCHCOCG-UHFFFAOYSA-N,CC(=O)c1ccccc1,-1.722468619,0.018946604,351.4,277.424,ONSC
JZFPYUNJRRFVQU-UHFFFAOYSA-N,FC(F)(F)c1cc(ccc1)Nc2ncccc2C(=O)O,LYCAIKOWRPUZTN-UHFFFAOYSA-N,OCCO,-1.721246399,0.019,282.22,223.432,ONSC
YCINWPOBJYRBGW-UHFFFAOYSA-N,CN1CCC23C=CC=CC2C1Cc4c3c(c(cc4)O)O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.721,0.019010783,269.34,247.616,ONSC
MLKXDPUZXIRXEP-MFOYZWKCSA-N,O=S(c1ccc(cc1)\C=C3/c2ccc(F)cc2\C(=C3C)CC(=O)O)C,KBPLFHHGFOOTCA-UHFFFAOYSA-N,OCCCCCCCC,-1.72,0.019054607,356.4,308.32,ONSC
SZERMVMTUUAYML-UHFFFAOYSA-N,OC(C(CCCC)C)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.72,0.019054607,130.23,152.904,ONSC
ISAOCJYIOMOJEB-UHFFFAOYSA-N,c1ccc(cc1)C(C(=O)c2ccccc2)O,WVYWICLMDOOCFB-UHFFFAOYSA-N,OC(C)CC(C)C,-1.738566945,0.018257153,212.24,195.736,ONSC
GVIJJXMXTUZIOD-UHFFFAOYSA-N,S1c3c(Sc2c1cccc2)cccc3,WVYWICLMDOOCFB-UHFFFAOYSA-N,OC(C)CC(C)C,-1.738905355,0.018242932,216.3,179,ONSC
GFNANZIMVAIWHM-OBYCQNJPSA-N,O=C(CO)[C@]3(O)[C@]2(C[C@H](O)[C@]4(F)[C@@]/1(\C(=C/C(=O)\C=C\1)CC[C@H]4[C@@H]2C[C@H]3O)C)C,HVQYDIHGXSIMTE-UHFFFAOYSA-N,O(CCOCCOCCO)CCOCCOCCOCCOCCOCCO.O,-1.739,0.018238957,394.4,343.424,ONSC
ISAOCJYIOMOJEB-UHFFFAOYSA-N,c1ccc(cc1)C(C(=O)c2ccccc2)O,JYVLIDXNZAXMDK-UHFFFAOYSA-N,OC(C)CCC,-1.739117248,0.018234034,212.24,198.304,ONSC
KWOASAPABPGJSS-UHFFFAOYSA-N,N(S(=O)(=O)N)C(=O)OCC(CC)CC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.749,0.017823788,224.28,200.416,ONSC
LGGDXXJAGWBUSL-UHFFFAOYSA-N,C532c1c4c(ccc1CC(C2CCC(C3O4)OC(=O)C)N(CC5)C)OC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.749,0.017823788,343.4,311.84,ONSC
QUEKGYQTRJVEQC-UHFFFAOYSA-N,O=C(O)c1cc(ccc1Cl)[N+]([O-])=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.748110468,0.017860332,201.56,151.768,ONSC
GVIJJXMXTUZIOD-UHFFFAOYSA-N,S1c3c(Sc2c1cccc2)cccc3,BTANRVKWQNVYAZ-UHFFFAOYSA-N,OC(C)CC,-1.746769383,0.017915569,216.3,179.912,ONSC
MWPLVEDNUUSJAV-UHFFFAOYSA-N,c1ccc2cc3ccccc3cc2c1,MWKFXSUHUHTGQN-UHFFFAOYSA-N,OCCCCCCCCCC,-1.74641971,0.01793,178.23,168.784,ONSC
QGJZLNKBHJESQX-FZFNOLFKSA-N,O=C(O)[C@@]54[C@@H]([C@@H]3[C@@]([C@]1([C@@H]([C@]2(C)[C@@H](CC1)C(C)(C)[C@@H](O)CC2)CC3)C)(C)CC4)[C@H](C(=C)\C)CC5,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,CCO,-1.74497817,0.017989613,456.7,457.376,ONSC
YSSSPARMOAYJTE-UHFFFAOYSA-N,O1c3c(OCCOCCOc2ccccc2OCCOCC1)cccc3,UHOVQNZJYSORNB-UHFFFAOYSA-N,c1ccccc1,-1.744727495,0.018,360.4,328.976,ONSC
UJOBWOGCFQCDNV-UHFFFAOYSA-N,c1ccc2c(c1)c3ccccc3[nH]2,AOPDRZXCEAKHHW-UHFFFAOYSA-N,O(CCCCC)CCCCC,-1.744727495,0.018,167.21,154.384,ONSC
VLYWMPOKSSWJAL-UHFFFAOYSA-N,O=S(=O)(Nc1nnc(OC)cc1)c2ccc(N)cc2,PEDCQBHIVMGVHV-UHFFFAOYSA-N,C(C(CO)O)O,-1.744466616,0.018010816,280.31,232.328,ONSC
SSLKKMZJCJBOML-UHFFFAOYSA-N,Clc1nnc(cc1)SCC(=O)N(CC)CC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.72,0.019054607,259.76,225.272,ONSC
XNHZQTRMBMPMTM-UHFFFAOYSA-N,C1(=CNC(=S)N=C1)C(=O)OCC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.743,0.018071741,184.22,154.608,ONSC
QRDZFPUVLYEQTA-UHFFFAOYSA-N,c21c(cccc1cccn2)C(=O)O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.742,0.018113401,173.17,150.576,ONSC
CKAPSXZOOQJIBF-UHFFFAOYSA-N,c1(c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)Cl,KXKVLQRXCPHEJC-UHFFFAOYSA-N,O=C(OC)C,-1.741713975,0.018125334,284.8,173.856,ONSC
OLOOJGVNMBJLLR-UHFFFAOYSA-N,O=C/3Oc2c(OC\C=C(/C)C)c1occc1cc2\C=C\3,OKKJLVBELUTLKV-UHFFFAOYSA-N,CO,-1.741123371,0.01815,270.28,238.68,ONSC
GECHUMIMRBOMGK-UHFFFAOYSA-N,O=S(=O)(Nc1ncccc1)c2ccc(N)cc2,IDGUHHHQCWSQLU-UHFFFAOYSA-N,CCO.O,-1.740167301,0.01819,249.29,209.96,ONSC
IQUPABOKLQSFBK-UHFFFAOYSA-N,[N+](=O)([O-])c1c(cccc1)O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.74,0.018197009,139.11,115.76,ONSC
ZRRFZADKYTXPJU-UHFFFAOYSA-N,C(NC(=O)c1ccccc1)(C(OC)C)C(=O)O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.74,0.018197009,237.25,217.512,ONSC
WHXUSWHUWNRNHT-UHFFFAOYSA-N,c1(c(cc(cc1)C)F)NC(=O)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.74,0.018197009,167.18,153.232,ONSC
QPFMBZIOSGYJDE-UHFFFAOYSA-N,ClC(Cl)C(Cl)Cl,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.74,0.018197009,167.8,106.632,ONSC
LAOZSCRCYVBSJA-UHFFFAOYSA-N,N1C(=O)NC(=O)C(C1=O)(C)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.74,0.018197009,156.14,134.48,ONSC
OEXXJWUGCIYXEF-IZZDOVSWSA-N,C1CCC(CC1)OC/C=N/NC(=O)N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.743,0.018071741,199.25,193.864,ONSC
ACBMYYVZWKYLIP-UHFFFAOYSA-N,CC(CCCCC)(O)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.72,0.019054607,130.23,152.232,ONSC
RYYVLZVUVIJVGH-UHFFFAOYSA-N,Cn1cnc2c1c(=O)n(c(=O)n2C)C,KBPLFHHGFOOTCA-UHFFFAOYSA-N,OCCCCCCCC,-1.72,0.019054607,194.19,165.864,ONSC
GVIJJXMXTUZIOD-UHFFFAOYSA-N,S1c3c(Sc2c1cccc2)cccc3,JYVLIDXNZAXMDK-UHFFFAOYSA-N,OC(C)CCC,-1.719667036,0.019069222,216.3,179.408,ONSC
FBPFZTCFMRRESA-KVTDHHQDSA-N,O[C@H]([C@H](O)CO)[C@H](O)[C@H](O)CO,WYURNTSHIVDZCO-UHFFFAOYSA-N,O1CCCC1,-1.698970004,0.02,182.17,161.512,ONSC
GVIJJXMXTUZIOD-UHFFFAOYSA-N,S1c3c(Sc2c1cccc2)cccc3,LYCAIKOWRPUZTN-UHFFFAOYSA-N,OCCO,-1.698970004,0.02,216.3,180.176,ONSC
RCINICONZNJXQF-MZXODVADSA-N,CC1=C2[C@@]([C@]([C@H]([C@@H]3[C@]4([C@H](OC4)C[C@@H]([C@]3(C(=O)[C@@H]2OC(=O)C)C)O)OC(=O)C)OC(=O)c5ccccc5)(C[C@@H]1OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)O)(C)C,WEVYAHXRMPXWCK-UHFFFAOYSA-N,N#CC,-1.698970004,0.02,853.9,740.144,ONSC
OTLNPYWUJOZPPA-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(C(=O)O)cc1,DURPTKYDGMDSBL-UHFFFAOYSA-N,O(CCCC)CCCC,-1.698970004,0.02,167.12,136.456,ONSC
YVUQSNJEYSNKRX-UHFFFAOYSA-N,Fc1ccc(cc1)C(c2ccc(F)cc2)CCCN5CCC(N4c3ccccc3NC4=O)CC5,OKKJLVBELUTLKV-UHFFFAOYSA-N,CO,-1.698970004,0.02,461.5,416.392,ONSC
HOKCUULFCASAQT-FRKPEAEDSA-N,CC(C)(C)NC(=O)C(N(CCCCCCC)C(=O)\C=C\C)c2cc3ccccc3c1ccccc12,WEVYAHXRMPXWCK-UHFFFAOYSA-N,N#CC,-1.698970004,0.02,472.7,473.56,ONSC
XWJCEFGKUMNBLK-UHFFFAOYSA-N,CN(C)c1ccc(cc1)C(C(=O)NC(C)(C)C)N(C)C(=O)CCCc5ccc4ccc3cccc2ccc5c4c23,OKKJLVBELUTLKV-UHFFFAOYSA-N,OC,-1.698970004,0.02,533.7,512.872,ONSC
GSBSDUZVSCTUKA-UHFFFAOYSA-N,O=C(O)CCCc4cc2cccc1ccc3c(c12)c4ccc3,RTZKZFJDLAIYFH-UHFFFAOYSA-N,O(CC)CC,-1.698970004,0.02,288.3,261.984,ONSC
RGHHSNMVTDWUBI-UHFFFAOYSA-N,O=Cc1ccc(O)cc1,YXFVVABEGXRONW-UHFFFAOYSA-N,c1ccccc1C,-1.698970004,0.02,122.12,111.712,ONSC
GVIJJXMXTUZIOD-UHFFFAOYSA-N,S1c3c(Sc2c1cccc2)cccc3,WEVYAHXRMPXWCK-UHFFFAOYSA-N,N#CC,-1.698970004,0.02,216.3,180.016,ONSC
ZEYHEAKUIGZSGI-UHFFFAOYSA-N,COc1ccc(cc1)C(O)=O,DURPTKYDGMDSBL-UHFFFAOYSA-N,O(CCCC)CCCC,-1.698970004,0.02,152.15,137.208,ONSC
QECIGCMPORCORE-UHFFFAOYSA-N,O=Cc2cc3c(c1c2cccc1)cccc3,AJDIZQLSFPQPEY-UHFFFAOYSA-N,ClC(F)(F)C(Cl)(Cl)F,-1.698970004,0.02,206.24,187.064,ONSC
ZJPDGJGMGLILIS-UHFFFAOYSA-N,c1ccc(cc1)n2c(nc(=O)[nH]2)N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.696,0.020137242,176.18,151.744,ONSC
YVUQSNJEYSNKRX-UHFFFAOYSA-N,Fc1ccc(cc1)C(c2ccc(F)cc2)CCCN5CCC(N4c3ccccc3NC4=O)CC5,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,CCO,-1.694672357,0.020198896,461.5,415.488,ONSC
YNPNZTXNASCQKK-UHFFFAOYSA-N,c1ccc2c(c1)ccc3c2cccc3,LYCAIKOWRPUZTN-UHFFFAOYSA-N,OCCO,-1.694648631,0.0202,178.23,167.368,ONSC
DWMREKMVXIFPFM-QBFSEMIESA-N,O=C\2c1c(cccc1)S(=O)(=O)N(C/2=C(\O)Nc3ncc(s3)C)C,RYHBNJHYFVUHQT-UHFFFAOYSA-N,O1CCOCC1,-1.693764165,0.02024118,351.4,277.368,ONSC
ISAOCJYIOMOJEB-UHFFFAOYSA-N,c1ccc(cc1)C(C(=O)c2ccccc2)O,ZSIAUFGUXNUGDI-UHFFFAOYSA-N,CCCCCCO,-1.690087485,0.020413267,212.24,197.48,ONSC
QNWYCJHWPFCTIO-UHFFFAOYSA-N,C(CCC(C(=O)O)(O)C)(C(C)C)(C(=O)O)O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.69,0.020417379,234.25,217.56,ONSC
IKGXIBQEEMLURG-NVPNHPEKSA-N,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)Oc3c(=O)c4c(cc(cc4oc3c5ccc(c(c5)O)O)O)O)O)O)O)O)O)O,KFZMGEQAYNKOFK-UHFFFAOYSA-N,CC(C)O,-1.686802331,0.020568265,610.5,492.448,ONSC
UEMMVUCCPSZNNU-UHFFFAOYSA-N,S(=O)(=O)(c1cc(sc1)S(=O)(=O)N)c2ccc(cc2)CNCCCC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.684,0.020701413,388.5,324.416,ONSC
PKRAIEMBBGSHDW-UHFFFAOYSA-N,c21c(ccc(c1cccc2)OC)C(CCN(CC)CC)(O)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.684,0.020701413,301.4,302.8,ONSC
YLFRRPUBVUAHSR-RRPFGEQOSA-N,O=C(/C1=C/C[C@@H]2[C@@]1(CC[C@@H]3[C@@]4(C(=C/C[C@@H]23)\C[C@@H](O)CC4)C)C)C,OKKJLVBELUTLKV-UHFFFAOYSA-N,CO,-1.695205745,0.020174104,314.5,311.176,ONSC
IQPNAANSBPBGFQ-UHFFFAOYSA-N,O=C\1c3c(O/C(=C/1)c2ccc(O)c(O)c2)cc(O)cc3O,CSCPPACGZOOCGX-UHFFFAOYSA-N,CC(=O)C,-1.683319386,0.020733882,286.24,230.776,ONSC
RGGYLRDGJAJICY-UHFFFAOYSA-N,O=C(Cc1ccccc1)N(Cc2ccco2)C(c4cc5ccccc5c3ccccc34)C(=O)NCCCC,WEVYAHXRMPXWCK-UHFFFAOYSA-N,N#CC,-1.698970004,0.02,504.6,471.416,ONSC
RCINICONZNJXQF-MZXODVADSA-N,CC1=C2[C@@]([C@]([C@H]([C@@H]3[C@]4([C@H](OC4)C[C@@H]([C@]3(C(=O)[C@@H]2OC(=O)C)C)O)OC(=O)C)OC(=O)c5ccccc5)(C[C@@H]1OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)O)(C)C,YMWUJEATGCHHMB-UHFFFAOYSA-N,ClCCl,-1.698970004,0.02,853.9,747.312,ONSC
ZWAHHEQQTJUTPW-UHFFFAOYSA-N,c1(ccccc1)C(=O)OCC(=O)NC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.718,0.019142559,193.2,177.312,ONSC
GXYBSEVPLCHEBL-UHFFFAOYSA-N,P(=O)(OCCCC)(CCCC)CCCC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.717,0.019186687,234.32,252.776,ONSC
ISAOCJYIOMOJEB-UHFFFAOYSA-N,c1ccc(cc1)C(C(=O)c2ccccc2)O,PHTQWCKDNZKARW-UHFFFAOYSA-N,OCCC(C)C,-1.714726808,0.019287378,212.24,197.944,ONSC
VSMDINRNYYEDRN-UHFFFAOYSA-N,c1cc(ccc1O)I,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.7142,0.019310788,220.01,121.424,ONSC
LUYJWKADMMYBRD-UHFFFAOYSA-N,C1(C(=O)NC(=O)NC1=O)(C(C)C)C=C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.712,0.019408859,196.2,177.448,ONSC
ISAOCJYIOMOJEB-UHFFFAOYSA-N,c1ccc(cc1)C(C(=O)c2ccccc2)O,BBMCTIGTTCKYKF-UHFFFAOYSA-N,OCCCCCCC,-1.711870586,0.019414643,212.24,196.576,ONSC
IQPNAANSBPBGFQ-UHFFFAOYSA-N,O=C\1c3c(O/C(=C/1)c2ccc(O)c(O)c2)cc(O)cc3O,LRHPLDYGYMQRHN-UHFFFAOYSA-N,CCCCO,-1.711693293,0.019422571,286.24,231.096,ONSC
LTHNHFOGQMKPOV-UHFFFAOYSA-N,NCC(CCCC)CC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.71,0.019498446,129.24,157.016,ONSC
ASEJLJNYULOOOK-UHFFFAOYSA-N,c1(c2c(cc(c1OC)OC)nccn2)N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.71,0.019498446,205.21,182.232,ONSC
UORJNBVJVRLXMQ-UHFFFAOYSA-N,O=C1NC(=O)NC(=O)C1(C(C)C)C\C=C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.71,0.019498446,210.23,194.072,ONSC
RGGYLRDGJAJICY-UHFFFAOYSA-N,O=C(Cc1ccccc1)N(Cc2ccco2)C(c4cc5ccccc5c3ccccc34)C(=O)NCCCC,RTZKZFJDLAIYFH-UHFFFAOYSA-N,O(CC)CC,-1.698970004,0.02,504.6,470.12,ONSC
DWCLXOREGBLXTD-UHFFFAOYSA-N,CC(C)(C(C)(C)[N+](=O)[O-])[N+](=O)[O-],YXFVVABEGXRONW-UHFFFAOYSA-N,Cc1ccccc1,-1.707890224,0.019593399,176.17,158.784,ONSC
YRHRIQCWCFGUEQ-UHFFFAOYSA-N,O=C1c3c(Sc2c1cccc2)cccc3,PGMYKACGEOXYJE-UHFFFAOYSA-N,O=C(OCCCCC)C,-1.707130421,0.019627708,212.27,178.24,ONSC
WQLVFSAGQJTQCK-UHFFFAOYSA-N,OC2C/C1=C/CC5C(C1(C)CC2)CCC6(C4C(OC3(OCC(CC3)C)C4C)CC56)C,YKYONYBAUNKHLG-UHFFFAOYSA-N,O=C(OCCC)C,-1.705428994,0.019704754,414.6,408.528,ONSC
OIRDTQYFTABQOQ-KQYNXXCUSA-N,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.704,0.019769696,267.24,219.624,ONSC
YVUQSNJEYSNKRX-UHFFFAOYSA-N,Fc1ccc(cc1)C(c2ccc(F)cc2)CCCN5CCC(N4c3ccccc3NC4=O)CC5,BDERNNFJNOPAEC-UHFFFAOYSA-N,CCCO,-1.701828103,0.019868812,461.5,417.168,ONSC
CKAPSXZOOQJIBF-UHFFFAOYSA-N,c1(c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)Cl,VLKZOEOYAKHREP-UHFFFAOYSA-N,CCCCCC,-1.701146924,0.0199,284.8,174.248,ONSC
BOCJQSFSGAZAPQ-UHFFFAOYSA-N,O=C2c1ccccc1C(=O)c3c2cccc3Cl,RTZKZFJDLAIYFH-UHFFFAOYSA-N,CCOCC,-1.700078112,0.019949035,242.65,196.424,ONSC
OJGMBLNIHDZDGS-UHFFFAOYSA-N,N(CC)c1ccccc1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.7,0.019952623,121.18,128.544,ONSC
IWEDIXLBFLAXBO-UHFFFAOYSA-N,Clc1ccc(Cl)c(c1OC)C(=O)O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.7,0.019952623,221.03,168.296,ONSC
FXHGMKSSBGDXIY-UHFFFAOYSA-N,O=CCCCCCC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.7,0.019952623,114.19,131.432,ONSC
DTXVKPOKPFWSFF-UHFFFAOYSA-N,c1cc(nnc1N)Cl,LRHPLDYGYMQRHN-UHFFFAOYSA-N,CCCCO,-1.699498567,0.019975674,129.55,103.72,ONSC
RXKNNAKAVAHBNK-UHFFFAOYSA-N,c1c[n+](ccc1[N+](=O)[O-])[O-],KBPLFHHGFOOTCA-UHFFFAOYSA-N,OCCCCCCCC,-1.707743929,0.0196,140.1,113.384,ONSC
VLYWMPOKSSWJAL-UHFFFAOYSA-N,O=S(=O)(Nc1nnc(OC)cc1)c2ccc(N)cc2,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,CCO,-1.612294837,0.024417723,280.31,231.92,ONSC
SNRUBQQJIBEYMU-UHFFFAOYSA-N,C(CCCCCCCC)CCC,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,CS(=O)C,-1.61219941,0.024423089,170.33,211.472,ONSC
DWCLXOREGBLXTD-UHFFFAOYSA-N,CC(C)(C(C)(C)[N+](=O)[O-])[N+](=O)[O-],UHOVQNZJYSORNB-UHFFFAOYSA-N,c1ccccc1,-1.611232049,0.02447755,176.17,159.128,ONSC
DAUAQNGYDSHRET-UHFFFAOYSA-N,COc1c(cc(cc1)C(=O)O)OC,RTZKZFJDLAIYFH-UHFFFAOYSA-N,CCOCC,-1.525,0.029853826,182.17,162.28,ONSC
QZKDRLZSJSWQPS-UHFFFAOYSA-N,C21C(C(OC1OC(O2)(C)C)C3OC(OC3)(C)C)OC(=O)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.523,0.029991625,302.32,268.832,ONSC
UHONRUDDOVMSCJ-UHFFFAOYSA-N,CC1(C2CCC(C2)C(=O)C1=O)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.523,0.029991625,166.22,161.176,ONSC
VMMFSZQZVZNXSK-UHFFFAOYSA-N,CC(C)(C)OC(=O)NCC(=O)N(Cc1ccc(C)o1)C(C(=O)NCc2ccccc2)c3ccc(OC)c(OC)c3,OKKJLVBELUTLKV-UHFFFAOYSA-N,OC,-1.522878745,0.03,551.6,511.072,ONSC
OTLNPYWUJOZPPA-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(C(=O)O)cc1,ZAFNJMIOTHYJRJ-UHFFFAOYSA-N,O(C(C)C)C(C)C,-1.522878745,0.03,167.12,136.52,ONSC
HEFNNWSXXWATRW-UHFFFAOYSA-N,O=C(O)C(c1ccc(cc1)CC(C)C)C,ZHNUHDYFZUAESO-UHFFFAOYSA-N,O=CN,-1.522878745,0.03,206.28,210.88,ONSC
GVIJJXMXTUZIOD-UHFFFAOYSA-N,S1c3c(Sc2c1cccc2)cccc3,BKIMMITUMNQMOS-UHFFFAOYSA-N,CCCCCCCCC,-1.522878745,0.03,216.3,180.12,ONSC
QECIGCMPORCORE-UHFFFAOYSA-N,O=Cc2cc3c(c1c2cccc1)cccc3,RGSFGYAAUTVSQA-UHFFFAOYSA-N,C1CCCC1,-1.522878745,0.03,206.24,187.296,ONSC
GVIJJXMXTUZIOD-UHFFFAOYSA-N,S1c3c(Sc2c1cccc2)cccc3,DCAYPVUWAIABOU-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC,-1.522878745,0.03,216.3,179.256,ONSC
GVIJJXMXTUZIOD-UHFFFAOYSA-N,S1c3c(Sc2c1cccc2)cccc3,DIOQZVSQGTUSAI-UHFFFAOYSA-N,C(CCCCCCCC)C,-1.522878745,0.03,216.3,179.76,ONSC
HOKCUULFCASAQT-FRKPEAEDSA-N,CC(C)(C)NC(=O)C(N(CCCCCCC)C(=O)\C=C\C)c2cc3ccccc3c1ccccc12,OKKJLVBELUTLKV-UHFFFAOYSA-N,OC,-1.522878745,0.03,472.7,473.984,ONSC
RGGYLRDGJAJICY-UHFFFAOYSA-N,O=C(Cc1ccccc1)N(Cc2ccco2)C(c4cc5ccccc5c3ccccc34)C(=O)NCCCC,YXFVVABEGXRONW-UHFFFAOYSA-N,c1ccccc1C,-1.522878745,0.03,504.6,471.04,ONSC
GVIJJXMXTUZIOD-UHFFFAOYSA-N,S1c3c(Sc2c1cccc2)cccc3,RSJKGSCJYJTIGS-UHFFFAOYSA-N,C(CCCCCCCC)CC,-1.522878745,0.03,216.3,179.784,ONSC
ZEYHEAKUIGZSGI-UHFFFAOYSA-N,COc1ccc(cc1)C(O)=O,ZAFNJMIOTHYJRJ-UHFFFAOYSA-N,O(C(C)C)C(C)C,-1.522878745,0.03,152.15,137.192,ONSC
WQZGKKKJIJFFOK-GASJEMHNSA-N,O[C@H]1[C@H](O)[C@H](OC(O)[C@@H]1O)CO,WYURNTSHIVDZCO-UHFFFAOYSA-N,O1CCCC1,-1.522878745,0.03,180.16,152.6,ONSC
GSBSDUZVSCTUKA-UHFFFAOYSA-N,O=C(O)CCCc4cc2cccc1ccc3c(c12)c4ccc3,HEDRZPFGACZZDS-UHFFFAOYSA-N,ClC(Cl)Cl,-1.522878745,0.03,288.3,263.008,ONSC
MTSJLRXXXJHLDI-UHFFFAOYSA-N,CC(C)(C)NC(=O)C(c1ccc2OCOc2c1)N(Cc3ccc(C)o3)C(=O)CNC(=O)OC(C)(C)C,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,OCC,-1.522878745,0.03,501.6,464.992,ONSC
RGGYLRDGJAJICY-UHFFFAOYSA-N,O=C(Cc1ccccc1)N(Cc2ccco2)C(c4cc5ccccc5c3ccccc34)C(=O)NCCCC,UHOVQNZJYSORNB-UHFFFAOYSA-N,c1ccccc1,-1.522878745,0.03,504.6,470.448,ONSC
NIXHNSPZZPUXPV-UHFFFAOYSA-N,N1(C(=O)C(=C(N1C)C)NC(=O)N)c2ccccc2,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.522,0.030060763,246.27,222.176,ONSC
MYCKFSFRWHNCDM-UHFFFAOYSA-N,S(=O)(=O)(c1cc(cs1)C(=O)c2ccc(cc2)CN3CCOCC3)N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.522,0.030060763,366.5,304.752,ONSC
UJOBWOGCFQCDNV-UHFFFAOYSA-N,c1ccc2c(c1)c3ccccc3[nH]2,DURPTKYDGMDSBL-UHFFFAOYSA-N,O(CCCC)CCCC,-1.521972976,0.030062634,167.21,153.928,ONSC
SJEBAWHUJDUKQK-UHFFFAOYSA-N,O=C2c1c(cccc1)C(=O)c3c2ccc(c3)CC,DIOQZVSQGTUSAI-UHFFFAOYSA-N,C(CCCCCCCC)C,-1.521000003,0.03013006,236.26,215.144,ONSC
XKYICAQFSCFURC-UHFFFAOYSA-N,O(CCC(C)C)C=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.52,0.030199517,116.16,124.096,ONSC
DQMZLTXERSFNPB-UHFFFAOYSA-N,O=C1NCNC(=O)C1(c2ccccc2)CC,HVQYDIHGXSIMTE-UHFFFAOYSA-N,O(CCOCCOCCO)CCOCCOCCOCCOCCOCCO.O,-1.526,0.029785164,218.25,201.312,ONSC
XKJMBINCVNINCA-UHFFFAOYSA-N,Clc1ccc(NC(=O)N(OC)C)cc1Cl,HVQYDIHGXSIMTE-UHFFFAOYSA-N,O(CCOCCOCCO)CCOCCOCCOCCOCCOCCO.O,-1.526,0.029785164,249.09,200.68,ONSC
NNBCTZQYASZPPO-UHFFFAOYSA-N,c1(c(ccc(c1)C)OC)S(=O)(=O)N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.526,0.029785164,201.25,172.656,ONSC
