Solute InChIKey,Solute SMILES,Solvent InChIKey,Solvent SMILES,LogS,Concentration,MW,Volume,Source
CENVPIZOTHULGJ-UHFFFAOYSA-N,Clc1ccc2CC(=O)Nc2c1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-2.968988553,0.001074018,167.59,136.752,AqSolDB
PMNATJJZOUNELG-UHFFFAOYSA-N,C1CC2=CC3=CC4=C(C=CC=C4)C=C3C5=C2C1=CC=C5,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-2.97,0.001071519,254.3,233.512,AqSolDB
XCGYUJZMCCFSRP-UHFFFAOYSA-N,CC(C)NCC1CCC2=C(N1)C=C(C(=C2)CO)[N+]([O-])=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-2.97,0.001071519,279.33,261.816,AqSolDB
BKYWPNROPGQIFZ-UHFFFAOYSA-N,CC1=CC(=C(C=C1)C(O)=O)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-2.97,0.001071519,150.17,143.824,AqSolDB
RDJGWRFTDZZXSM-RNWLQCGYSA-N,CN1CC[C@]23[C@H]4Oc5c(OCc6ccccc6)ccc(C[C@@H]1[C@@H]2C=C[C@@H]4O)c35,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-2.973,0.001064143,375.5,339.744,AqSolDB
SSHIVHKMGVBXTJ-UHFFFAOYSA-N,Oc1ccc2ccccc2c1[N+]([O-])=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-2.9758,0.001057304,189.17,159.648,AqSolDB
RUPBZQFQVRMKDG-UHFFFAOYSA-M,[Cl-].CCCCCCCCCC[N+](C)(C)CCCCCCCCCC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-2.967747126,0.001077092,362.1,399.608,AqSolDB
MOUVJGIRLPZEES-UHFFFAOYSA-N,COc1cc(NC(=O)CC(C)=O)c(OC)cc1Cl,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-2.979244778,0.001048951,271.69,233.512,AqSolDB
UJNOLBSYLSYIBM-NOOOWODRSA-N,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(=O)[C@H](C)O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-2.979987205,0.001047159,228.33,236.92,AqSolDB
IAIWVQXQOWNYOU-FPYGCLRLSA-N,NC(=O)N/N=C/C1=CC=C(O1)[N+]([O-])=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-2.98,0.001047129,198.14,159.472,AqSolDB
IYOLBFFHPZOQGW-UHFFFAOYSA-N,Cc1cc(O)c(Cl)c(C)c1Cl,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-2.9801,0.001046887,191.05,154.2,AqSolDB
RCRSAOBHVMTZFO-UHFFFAOYSA-N,CC1(C)OC(=O)c2cc3ccccc3cc12,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-2.9844,0.001036573,212.24,193.304,AqSolDB
XPHHWVZARKXKST-UHFFFAOYSA-N,OC1=CC=CC(=C1)NN=C(C#N)C#N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-2.95,0.001122018,186.17,164.28,AqSolDB
IMFYAZJNDOZIFV-UHFFFAOYSA-N,CNC(=O)N(c1ccccc1)c2ccccc2,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-2.983946158,0.001037657,226.27,215.448,AqSolDB
XVVORNVNYKBZKT-UHFFFAOYSA-N,CN1C(=O)NN(C1=O)c2ccccc2,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-2.9804,0.001046165,191.19,164.896,AqSolDB
DMOVPHYFYSASTC-UHFFFAOYSA-N,C#CCCCCCC#C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-2.983,0.00103992,120.19,140.464,AqSolDB
XOJWAAUYNWGQAU-UHFFFAOYSA-N,CC(=C)C(=O)OCCCCOC(=O)C(C)=C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-2.969024542,0.001073929,226.27,224.856,AqSolDB
CTCKUDTVPBDAHJ-UHFFFAOYSA-N,CCOC(=O)C1(CCC1)[S](=O)(=O)c2ccc(C)cc2,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-2.9594,0.001097994,282.36,254.016,AqSolDB
CEXQWAAGPPNOQF-UHFFFAOYSA-N,CC(=C)C(=O)OCCOc1ccccc1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-2.95264717,0.0011152,206.24,198.736,AqSolDB
HCRKCZRJWPKOAR-UHFFFAOYSA-N,CCNC1CN(CCCOC)[S](=O)(=O)C2=C1C=C(S2)[S](N)(=O)=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-2.95,0.001122018,383.5,311.952,AqSolDB
QATHNKNPUVVKHK-UHFFFAOYSA-N,CN1N(C(=O)C(=C1C)CC2=C(C)N(C)N(C2=O)c3ccccc3)c4ccccc4,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-2.9549,0.00110943,388.5,359.352,AqSolDB
DCWBGUSTCFJTDR-UHFFFAOYSA-N,[Na+].[Na+].CC(C)(c1ccc(O[S](=O)(=O)c2cccc(NNC3=C4C(=O)C=C(C=C4C=CC3=N)[S](O)(=O)=O)c2)cc1)c5ccc(O[S](=O)(=O)c6cccc(NNC7=C8C(=O)C=C(C=C8C=CC7=N)[S](O)(=O)=O)c6)cc5,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-2.956287317,0.001105892,1085.1,836.328,AqSolDB
WGPCGCOKHWGKJJ-UHFFFAOYSA-N,S=[Zn],XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-2.967623739,0.001077398,97.4,48.4,AqSolDB
HWIGZMADSFQMOI-UHFFFAOYSA-N,COC(=O)COc1ccc(Cl)cc1Cl,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-2.9596,0.001097489,235.06,184.784,AqSolDB
XKZWBUMTAFVMJT-UHFFFAOYSA-N,CCCCCC(=O)N(C)C1=CC=C(C=C1)[S](=O)(=O)N(C)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-2.95,0.001122018,312.4,294.976,AqSolDB
UDVZOMAEGATTSE-UHFFFAOYSA-N,CCCN(CCC)c1c(cc(C)cc1[N+]([O-])=O)[N+]([O-])=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-2.9663,0.001080687,281.31,261.912,AqSolDB
VYXHVRARDIDEHS-QGTKBVGQSA-N,C\1C\C=C/CC\C=C1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-2.965977173,0.001081491,108.18,121.792,AqSolDB
ZCJPOPBZHLUFHF-UHFFFAOYSA-N,CCO[P](=O)(NC(C)C)Oc1ccc(SC)c(C)c1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-2.9648,0.001084426,303.36,278.96,AqSolDB
CQCFISPMNREOQX-UHFFFAOYSA-N,CCC(CC)(C(O)=O)C(CC)(CC)C(O)=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-2.9644,0.001085425,230.3,229.128,AqSolDB
FZLRPSHQNAHYAG-UHFFFAOYSA-N,COC1=CC=C2C=C(C=CC2=C1)C(C)C(=O)OCC(=O)N(CCO)CCO,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-2.96,0.001096478,375.4,345.408,AqSolDB
NAEHAPZYAHRUTE-VURMDHGXSA-N,OC(=O)/C(S)=C/C1=CC=CC=C1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-2.96,0.001096478,180.23,156.912,AqSolDB
XHELVEVNEWRBRH-UHFFFAOYSA-N,CN1C=C(C(=O)NOCCO)C(=C(C)C1=O)NC2=C(F)C=C(Br)C=C2,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-2.96,0.001096478,414.23,311.472,AqSolDB
YTHJCZRFJGXPTL-UHFFFAOYSA-N,Oc1ccc(C=O)cc1[N+]([O-])=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-2.9512,0.001118922,167.12,135.808,AqSolDB
WMKGGPCROCCUDY-PHEQNACWSA-N,O=C(\C=C\c1ccccc1)\C=C\c2ccccc2,RTZKZFJDLAIYFH-UHFFFAOYSA-N,CCOCC,-0.302770657,0.498,234.29,227.568,Drexel
WMKGGPCROCCUDY-PHEQNACWSA-N,O=C(\C=C\c1ccccc1)\C=C\c2ccccc2,CSCPPACGZOOCGX-UHFFFAOYSA-N,CC(C)=O,-0.403402904,0.395,234.29,227.752,Drexel
UJOBWOGCFQCDNV-UHFFFAOYSA-N,c1ccc2c(c1)c3ccccc3[nH]2,WYURNTSHIVDZCO-UHFFFAOYSA-N,C1CCCO1,-0.364317045,0.432198201,167.21,154.216,Drexel
NWCAQYVAHZWHIO-UHFFFAOYSA-N,Clc1ccc(cc1)N=Cc2ccccc2,WYURNTSHIVDZCO-UHFFFAOYSA-N,O1CCCC1,0.498172661,3.149,215.68,192.928,Drexel
SMNDYUVBFMFKNZ-UHFFFAOYSA-N,OC(=O)c1ccco1,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,O=S(C)C,0.822168079,6.64,112.08,94.112,Drexel
SMNDYUVBFMFKNZ-UHFFFAOYSA-N,OC(=O)c1ccco1,WYURNTSHIVDZCO-UHFFFAOYSA-N,O1CCCC1,0.609594409,4.07,112.08,94.04,Drexel
SMNDYUVBFMFKNZ-UHFFFAOYSA-N,OC(=O)c1ccco1,OKKJLVBELUTLKV-UHFFFAOYSA-N,OC,0.614897216,4.12,112.08,93.776,Drexel
SMNDYUVBFMFKNZ-UHFFFAOYSA-N,OC(=O)c1ccco1,WEVYAHXRMPXWCK-UHFFFAOYSA-N,N#CC,0.033423755,1.08,112.08,93.912,Drexel
SXYIRMFQILZOAM-HVNFFKDJSA-N,[C@]123OO[C@]4(O[C@H]1O[C@H](OC)[C@@H]([C@@H]2CC[C@H]([C@@H]3CC4)C)C)C,ZMXDDKWLCZADIW-UHFFFAOYSA-N,CN(C)C=O,0.174124313,1.493221769,298.37,272.176,Drexel
SMNDYUVBFMFKNZ-UHFFFAOYSA-N,OC(=O)c1ccco1,YXFVVABEGXRONW-UHFFFAOYSA-N,c1ccccc1C,-1.22184875,0.06,112.08,94.04,Drexel
RYYVLZVUVIJVGH-UHFFFAOYSA-N,Cn1cnc2c1c(=O)n(c(=O)n2C)C,UHOVQNZJYSORNB-UHFFFAOYSA-N,c1ccccc1,-1.259637311,0.055,194.19,165.52,Drexel
MWPLVEDNUUSJAV-UHFFFAOYSA-N,c1ccc2cc3ccccc3cc2c1,WYURNTSHIVDZCO-UHFFFAOYSA-N,C1CCCO1,-0.981340998,0.104390025,178.23,168.648,Drexel
BGRJTUBHPOOWDU-UHFFFAOYSA-N,O=S(=O)(N)c1cc(c(OC)cc1)C(=O)NCC2N(CC)CCC2,WYURNTSHIVDZCO-UHFFFAOYSA-N,C1CCCO1,-1.649409858,0.022417653,341.4,304.632,Drexel
RYYVLZVUVIJVGH-UHFFFAOYSA-N,Cn1cnc2c1c(=O)n(c(=O)n2C)C,YXFVVABEGXRONW-UHFFFAOYSA-N,Cc1ccccc1,-1.585026652,0.026,194.19,166.432,Drexel
MXAJVDHGJCYEKL-UHFFFAOYSA-N,C1C(=O)NC(=O)CO1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.817761529,0.152138269,115.09,95.104,AAT
BPSIOYPQMFLKFR-UHFFFAOYSA-N,CO[Si](CCCOCC1CO1)(OC)OC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.810817838,0.154590272,236.34,226.344,AAT
NAQKKBXQFQIQAB-UHFFFAOYSA-N,CCC(=O)NC(=O)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.805664428,0.156435593,115.13,113.408,AAT
OHJMTUPIZMNBFR-UHFFFAOYSA-N,C(=O)(N)NC(=O)N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.831154576,0.147518139,103.08,88.216,AAT
YYLQUHNPNCGKJQ-UHFFFAOYSA-N,C(C(C(=O)O)O)(C(=O)O)N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.826927786,0.148960875,149.1,121.6,AAT
RFKMCNOHBTXSMU-UHFFFAOYSA-N,COC(C(Cl)Cl)(F)F,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.762953399,0.172602309,164.96,111.944,AAT
SOGBOGBTIKMGFS-UHFFFAOYSA-N,C1=CSC(=C1)C(=O)NN,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.754409756,0.176031441,142.18,118.528,AAT
WWCMFGBGMJAJRX-UHFFFAOYSA-N,COC1=C(C=C(C(=C1)C(=O)O)[N+](=O)[O-])OC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.7540481,0.176178091,227.17,186.912,AAT
GSCLMSFRWBPUSK-UHFFFAOYSA-N,CC1CC(=O)O1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.749992714,0.177830924,86.09,81.368,AAT
NBZBKCUXIYYUSX-UHFFFAOYSA-N,C(C(=O)O)NCC(=O)O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.749225754,0.178145249,133.1,114.6,AAT
RSSRDMODZVKNPX-UHFFFAOYSA-N,COC(=O)CO[N+](=O)[O-],XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.742997895,0.180718288,135.08,109.272,AAT
NDZIBNJHNBUHKW-UHFFFAOYSA-N,C1=C2C(=C(C(=C1Cl)Cl)Cl)C(=C(C(=C2Cl)Cl)Cl)Cl,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.770839894,0.169496255,369.3,228.48,AAT
FBPFZTCFMRRESA-GUCUJZIJSA-N,C([C@H]([C@@H]([C@@H]([C@H](CO)O)O)O)O)O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.768898257,0.170255732,182.17,162.44,AAT
YFDSDPIBEUFTMI-UHFFFAOYSA-N,C(C(Br)(Br)Br)O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.915327505,0.121526921,282.76,113.424,AAT
ANLQHFYDQPMDJY-UHFFFAOYSA-N,C1CCN(CC1)C(=O)CC#N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.914943103,0.121634534,152.19,150.4,AAT
ALLOLPOYFRLCCX-UHFFFAOYSA-N,COC1=CC=CC=C1N=NC2=C(C=CC3=CC=CC=C32)O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.925695681,0.118659993,278.3,250.2,AAT
DGOBMKYRQHEFGQ-UHFFFAOYSA-L,CCN(CC1=CC(=CC=C1)S(=O)(=O)[O-])C2=CC=C(C=C2)C(=C3C=CC(=[N+](CC)CC4=CC(=CC=C4)S(=O)(=O)[O-])C=C3)C5=CC=C(C=C5)S(=O)(=O)[O-].[Na+].[Na+],XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.898792175,0.126243151,792.9,641.488,AAT
VHUNCYDAXJGCLO-AHMNSWSSSA-N,COC(=O)C1=CC=CC=C1O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO[C@H]3[C@@H]([C@H]([C@@H](CO3)O)O)O)O)O)O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.741525003,0.181332228,446.4,374.992,AAT
VOUGEZYPVGAPBB-XQRVVYSFSA-N,CC(=C)C(=O)/C(=C/C(=O)O)/OC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.929566839,0.117606997,170.16,156.312,AAT
NEZJDVYDSZTRFS-RMPHRYRLSA-N,C1=CC=C(C=C1)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.934184307,0.11636321,256.25,223.272,AAT
QXJQHYBHAIHNGG-UHFFFAOYSA-N,CC(CO)(CO)CO,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.93333774,0.116590257,120.15,120.184,AAT
PPKUFYUCBZLPPP-UHFFFAOYSA-N,CCOC(=O)CNC(=O)C1=CC=CO1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.931005909,0.117217942,197.19,175.808,AAT
OJLBQZJKORZRDZ-UHFFFAOYSA-N,CC(C)C(C(C)(C)C(=O)O)O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.896922269,0.126787877,160.21,164.072,AAT
KWFBVRNLVSVNRP-UHFFFAOYSA-N,CCCCCCOC(=O)C(C)OC(=O)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.854720487,0.139726736,216.27,220.16,AAT
ULRPISSMEBPJLN-UHFFFAOYSA-N,C1(=NNN=N1)N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.850436107,0.141111982,85.07,69.672,AAT
GSPZXGHHFDORDC-UHFFFAOYSA-N,CCC(C(=O)O)N=C(N)N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.860592897,0.137850105,145.16,138.656,AAT
OARRHUQTFTUEOS-UHFFFAOYSA-N,CC1=CC2=C(C=C1N)[N+](=C3C=C(C(=CC3=N2)C)N)C4=CC=CC=C4.[Cl-],XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.845259101,0.142804173,350.8,291.728,AAT
OKQSSSVVBOUMNZ-UHFFFAOYSA-N,CC(=O)NCC(=O)O.CC(=O)NCC(=O)O.C1=CC(=CC=C1C(=N)N)NN=NC2=CC=C(C=C2)C(=N)N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.887870318,0.129458235,515.5,301.392,AAT
LBSFSRMTJJPTCW-DSXUQNDKSA-N,COC1=CC2=C(C=CN=C2C=C1)[C@H]([C@@H]3C[C@@H]4CCN3C[C@@H]4C=C)O.Cl,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.878889074,0.132163316,360.9,304.656,AAT
MKXZASYAUGDDCJ-CGTJXYLNSA-N,CN1CC[C@]23CCCC[C@H]2[C@H]1CC4=C3C=C(C=C4)OC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.876976959,0.132746488,271.4,268.36,AAT
DLNKOYKMWOXYQA-UHFFFAOYSA-N,CC(C(C1=CC=CC=C1)O)N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.878233647,0.132362924,151.21,152.464,AAT
FYODOLZGKIRVSJ-UHFFFAOYSA-N,CN=C(NCC1CCOC1)N[N+](=O)O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.572939744,0.26733773,203.22,186.84,AAT
QIGLJVBIRIXQRN-UHFFFAOYSA-N,CCOC(=O)C(CC(C)C)N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.560266841,0.275253696,159.23,168.344,AAT
XBOTUWGQYMHUFO-IHWYPQMZSA-N,C/C(=C/C(=O)O)/Cl,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.603502121,0.24917122,120.53,99.4,AAT
STPMQONPPIYWFX-UHFFFAOYSA-N,C1(=C(C(=C(C(=C1Cl)[N+](=O)[O-])Cl)[N+](=O)[O-])O)[N+](=O)[O-],XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.603406496,0.24922609,297.99,193.536,AAT
UYMQPNRUQXPLCY-UHFFFAOYSA-N,C1CCN(CC1)CCN2CCCCC2,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.593715604,0.254849858,196.33,213.352,AAT
GUBGYTABKSRVRQ-QRZGKKJRSA-N,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.488850675,0.324451155,342.3,283.864,AAT
AKLOLDQYWQAREW-UHFFFAOYSA-N,C1=CC(=C(C=C1O)[N+](=O)[O-])[N+](=O)[O-],XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.483090821,0.328782868,184.11,141.008,AAT
IUNNCDSJWDQYPW-GORDUTHDSA-N,C/C=N/NC(=O)N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.54217662,0.286961332,101.11,97.328,AAT
YQPMTPLDOVSQDU-UHFFFAOYSA-N,CC1=NO[N+](=C1C)[O-],XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.534624123,0.29199531,114.1,100.736,AAT
NOUQGOYNEGWDCZ-MJUYGTRASA-N,C([C@H]([C@H]([C@@H]([C@@H](/C=N/NC(=O)N)O)O)O)O)O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.529826343,0.295238953,237.21,204.368,AAT
RTTYFXMXRFYCHM-UHFFFAOYSA-N,C(C(C(=O)O)O)C(=O)N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.519748047,0.302170423,133.1,113.576,AAT
YZXKWVREBLYPID-UHFFFAOYSA-N,C1COCCN1[N+](=O)[O-],XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.518689899,0.302907552,132.12,115,AAT
CMOLPZZVECHXKN-UHFFFAOYSA-N,C1=CC(=CC2=C(C=C(C=C21)S(=O)(=O)O)S(=O)(=O)O)N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.51716455,0.303973308,303.3,225.32,AAT
VPENXVZFNXARIV-UHFFFAOYSA-N,C(C(Cl)(Cl)Cl)(NC(=O)N)O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.711684219,0.194229763,207.44,144.592,AAT
SFCQPXJONKIWQK-UHFFFAOYSA-N,CC(=O)OC1C(=O)NC(=O)NC1=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.708476166,0.195669815,186.12,148.472,AAT
LXVSANCQXSSLPA-UHFFFAOYSA-N,CCC(CC)(C(=O)O)O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.705859254,0.196852414,132.16,131.336,AAT
CUZKCNWZBXLAJX-UHFFFAOYSA-N,C1=CC=C(C=C1)COCCO,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.7049615,0.19725976,152.19,150,AAT
CZRVDACSCJKRFL-UHFFFAOYSA-N,CC1=C(C(=O)N(N1)C)C(=O)C2=C(C=C(C=C2)C(F)(F)F)S(=O)(=O)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.719296277,0.190855079,362.33,280.696,AAT
SFNPDDSJBGRXLW-WEVVVXLNSA-N,CC(/C(=N/OC(=O)NC)/C)SC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.734862892,0.184135323,190.27,179.68,AAT
ZZMDMGNQUXYKQX-UHFFFAOYSA-L,CCCCCCCCCC1=CC=CC=C1OC2=CC=CC=C2CCCCCCCCC.[O-]S(=O)(=O)[O-].[Na+],XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.733435551,0.184741493,541.7,481.24,AAT
OMDMTHRBGUBUCO-UHFFFAOYSA-N,CC1=CCC(CC1O)C(C)(C)O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.725632659,0.188090708,170.25,177.168,AAT
STSRVFAXSLNLLI-UHFFFAOYSA-N,C=CC=CC#N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.721767756,0.189772048,79.1,85.896,AAT
WYTZZXDRDKSJID-UHFFFAOYSA-N,CCO[Si](CCCN)(OCC)OCC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.612282815,0.244183989,221.37,228.776,AAT
VSYOJRJNYPFTHS-UHFFFAOYSA-N,C(C(C(C(C(CCl)O)O)O)O)Cl,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.68142308,0.208246121,219.06,175.256,AAT
JDTWZSUNGHMMJM-NQPNHJOESA-N,CCC(C)[C@H](C(=O)O)NC(=O)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.620262001,0.239738619,173.21,171.944,AAT
HYQVJTPIWPMTLK-UHFFFAOYSA-N,CC1(CCC(CC1)(C)O)O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.614641231,0.242861553,144.21,149.824,AAT
GDTBXPJZTBHREO-UHFFFAOYSA-N,BrBr,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.671868644,0.212878282,159.81,53.048,AAT
ZMEVDFFLOPFGCR-UHFFFAOYSA-N,CC1=CSC(=O)N1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.659331984,0.219112935,115.16,95.648,AAT
VONWPEXRCLHKRJ-UHFFFAOYSA-N,C1=CC=C(C=C1)NC(=O)CCl,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.398658584,0.039933872,169.61,146.44,AAT
QUKPALAWEPMWOS-UHFFFAOYSA-N,C1=C2C=NNC2=NC=N1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.380368993,0.041651535,120.11,100.264,AAT
BMKDZUISNHGIBY-ZETCQYMHSA-N,C[C@@H](CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.386931917,0.041026841,268.27,233.752,AAT
UTYVDVLMYQPLQB-UHFFFAOYSA-N,C1=CC=C(C=C1)CC(=O)NCC(=O)O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.422400694,0.037809358,193.2,176.992,AAT
QLHULAHOXSSASE-UHFFFAOYSA-N,CCC(C)OC(=O)N1CCCCC1CCO,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.446339731,0.035781642,229.32,233.304,AAT
VDKFCCZUCXYILI-UHFFFAOYSA-N,CC1=CC=C(C=C1)S(=O)(=O)NCC(=O)O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.442407492,0.036107092,229.26,192.584,AAT
VHKDTUOUWLJSJT-UHFFFAOYSA-N,CCCCCCN1CC(CC1=O)C(=O)O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.455918989,0.035001045,213.27,211.92,AAT
NZUQEBQRKNZZDO-UHFFFAOYSA-M,C1=CC=C(C=C1)[As+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.[Br-],XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.441922152,0.036147465,463.2,327.352,AAT
LJIRXNPXTVQOEU-UHFFFAOYSA-N,C1CCC(=NO)C(=NO)CC1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.424736639,0.037606539,156.18,146.216,AAT
ZTVIKZXZYLEVOL-DGKWVBSXSA-N,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C(C3=CC=CC=C3)O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.4395729,0.036343529,275.34,259.096,AAT
HERZIRSHNUDONE-UHFFFAOYSA-N,CC1=C2C=C(C=CC2=CC3=C1C=CC4=CC=CC=C43)F,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.439708758,0.036332162,260.3,230.296,AAT
ABIUHPWEYMSGSR-UHFFFAOYSA-N,CC1=CC(=CC(=C1O)Br)C2(C3=CC=CC=C3S(=O)(=O)O2)C4=CC(=C(C(=C4)C)O)Br,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.429678427,0.037181043,540.2,361.336,AAT
VOWZNBNDMFLQGM-UHFFFAOYSA-N,CC1=CC(=C(C=C1)C)N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.334917201,0.046246918,121.18,127.984,AAT
YNHMMVMSCFNCJS-UHFFFAOYSA-N,C1CNCCC1OC(=O)C2=CC=CC=C2,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.311987425,0.048754261,205.25,195.736,AAT
